timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,ppg_1,ppg_2,ppg_3,thermistor
1743794592.1479394,,,,,,,,,,,,,,,,33.052105
1743794592.1480396,,,,,,,,,,,,,nan,292513760.0,nan,
1743794592.1503975,809.89014,812.71063,795.38464,793.36993,nan,nan,,,,,,,,,,
1743794592.1543014,812.71063,814.7253,794.17584,779.67035,nan,nan,,,,,,,,,,
1743794592.1582053,833.663,797.3993,790.9524,765.16486,nan,nan,,,,,,,,,,
1743794592.1611564,,,,,,,0.16326904,-0.0087890625,0.91625977,,,,,,,
1743794592.1621094,803.8461,796.99634,789.7436,738.5714,nan,nan,,,,,,,,,,
1743794592.1636536,,,,,,,,,,,,,nan,292468640.0,nan,
1743794592.1660132,798.20514,817.5458,790.9524,745.0183,nan,nan,,,,,,,,,,
1743794592.1699171,840.9158,816.7399,796.5934,797.8022,nan,nan,,,,,,,,,,
1743794592.1738212,813.5165,812.71063,799.41394,828.022,nan,nan,,,,,,,,,,
1743794592.1759393,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.1777251,800.2198,805.4579,791.75824,785.7143,nan,nan,,,,,,,,,,
1743794592.1792674,,,,,,,,,,,,,nan,292329200.0,nan,
1743794592.1807668,,,,,,,0.13244629,-0.0049438477,0.89367676,,,,,,,
1743794592.1816289,801.02563,813.5165,788.5348,765.9707,nan,nan,,,,,,,,,,
1743794592.1855328,803.0403,813.5165,793.36993,816.7399,nan,nan,,,,,,,,,,
1743794592.1894369,851.79486,809.4872,794.57874,806.6667,nan,nan,,,,,,,,,,
1743794592.1933408,841.31866,809.0842,784.90845,739.3773,nan,nan,,,,,,,,,,
1743794592.1948814,,,,,,,,,,,,,nan,292185000.0,nan,
1743794592.1972446,798.20514,812.71063,781.28204,747.4359,nan,nan,,,,,,,,,,
1743794592.2003775,,,,,,,0.1026001,0.001159668,0.899292,,,,,,,
1743794592.2011487,815.5311,807.0696,784.10254,777.25275,nan,nan,,,,,,,,,,
1743794592.2050526,821.1722,805.05493,789.7436,803.0403,nan,nan,,,,,,,,,,
1743794592.2089565,814.7253,807.8755,790.14655,792.5641,nan,nan,,,,,,,,,,
1743794592.2104952,,,,,,,,,,,,,nan,292153570.0,nan,
1743794592.2110605,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794592.2128606,816.337,808.68134,786.1172,776.8498,nan,nan,,,,,,,,,,
1743794592.2138910,,,,,,,,,,,,,,,,33.032604
1743794592.2167645,822.381,817.1429,789.34064,796.1905,nan,nan,,,,,,,,,,
1743794592.2199881,,,,,,,0.076171875,-0.023132324,0.92059326,,,,,,,
1743794592.2206683,829.2308,818.3516,788.5348,814.7253,nan,nan,,,,,,,,,,
1743794592.2245724,836.4835,811.0989,787.72894,785.31134,nan,nan,,,,,,,,,,
1743794592.2261090,,,,,,,,,,,,,nan,292278460.0,nan,
1743794592.2284763,834.87177,810.696,793.36993,759.5238,nan,nan,,,,,,,,,,
1743794592.2323802,835.6777,820.7692,790.54944,761.13556,nan,nan,,,,,,,,,,
1743794592.2362840,830.4396,807.0696,786.52014,763.1502,nan,nan,,,,,,,,,,
1743794592.2395988,,,,,,,0.05218506,-0.048217773,0.9376221,,,,,,,
1743794592.2401881,841.7216,805.4579,790.9524,784.10254,nan,nan,,,,,,,,,,
1743794592.2417231,,,,,,,,,,,,,nan,292398530.0,nan,
1743794592.2440920,807.47253,805.05493,789.34064,783.2967,nan,nan,,,,,,,,,,
1743794592.2461817,,,,,,,,,,1610915.8,1609304.0,,,,,
1743794592.2479959,783.2967,800.2198,790.54944,761.9414,nan,nan,,,,,,,,,,
1743794592.2519000,816.7399,811.9048,792.1612,781.685,nan,nan,,,,,,,,,,
1743794592.2558038,815.9341,796.5934,789.7436,796.1905,nan,nan,,,,,,,,,,
1743794592.2573369,,,,,,,,,,,,,nan,292596770.0,nan,
1743794592.2592092,,,,,,,0.03942871,-0.06518555,0.96972656,,,,,,,
1743794592.2597077,813.1135,794.17584,788.93774,797.3993,nan,nan,,,,,,,,,,
1743794592.2636118,813.5165,805.05493,788.1319,782.49084,nan,nan,,,,,,,,,,
1743794592.2675157,828.022,819.15753,793.36993,772.4176,nan,nan,,,,,,,,,,
1743794592.2714195,826.4103,806.6667,792.5641,787.326,nan,nan,,,,,,,,,,
1743794592.2729509,,,,,,,,,,,,,nan,292818400.0,nan,
1743794592.2753234,813.1135,781.28204,793.36993,796.99634,nan,nan,,,,,,,,,,
1743794592.2788198,,,,,,,0.042236328,-0.09790039,1.0634155,,,,,,,
1743794592.2792275,811.50183,782.0879,794.57874,777.6557,nan,nan,,,,,,,,,,
1743794592.2798429,,,,,,,,,,,,,,,,33.032604
1743794592.2813029,,,,,,,,,,1610109.9,1608498.1,,,,,
1743794592.2831314,812.3077,796.5934,793.7729,775.64105,nan,nan,,,,,,,,,,
1743794592.2870352,821.978,801.8315,796.1905,787.326,nan,nan,,,,,,,,,,
1743794592.2885647,,,,,,,,,,,,,nan,293079500.0,nan,
1743794592.2909393,801.02563,798.60803,792.96704,787.326,nan,nan,,,,,,,,,,
1743794592.2948432,815.5311,793.36993,791.3553,761.9414,nan,nan,,,,,,,,,,
1743794592.2984304,,,,,,,0.058166504,-0.08728027,1.1478271,,,,,,,
1743794592.2987471,812.3077,806.26373,790.54944,737.76556,nan,nan,,,,,,,,,,
1743794592.3026512,815.12823,801.4286,790.14655,743.8095,nan,nan,,,,,,,,,,
1743794592.3041785,,,,,,,,,,,,,nan,293227780.0,nan,
1743794592.3065550,817.5458,777.25275,789.7436,769.19415,nan,nan,,,,,,,,,,
1743794592.3104589,783.2967,781.28204,782.49084,761.9414,nan,nan,,,,,,,,,,
1743794592.3143630,787.326,812.3077,790.14655,739.7802,nan,nan,,,,,,,,,,
1743794592.3164241,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.3180408,,,,,,,0.07537842,-0.08013916,1.2608643,,,,,,,
1743794592.3182669,808.68134,810.696,797.8022,767.5824,nan,nan,,,,,,,,,,
1743794592.3197925,,,,,,,,,,,,,nan,293285800.0,nan,
1743794592.3221707,807.8755,772.4176,792.1612,786.1172,nan,nan,,,,,,,,,,
1743794592.3260746,799.41394,787.326,793.36993,787.326,nan,nan,,,,,,,,,,
1743794592.3299787,806.26373,809.4872,788.1319,775.2381,nan,nan,,,,,,,,,,
1743794592.3338826,815.9341,801.02563,788.93774,784.90845,nan,nan,,,,,,,,,,
1743794592.3354063,,,,,,,,,,,,,nan,293302720.0,nan,
1743794592.3376515,,,,,,,0.09454346,-0.11834717,1.2276001,,,,,,,
1743794592.3377864,811.9048,794.57874,799.011,798.20514,nan,nan,,,,,,,,,,
1743794592.3416905,775.2381,782.8938,803.44324,792.96704,nan,nan,,,,,,,,,,
1743794592.3455944,739.7802,782.49084,808.2784,771.2088,nan,nan,,,,,,,,,,
1743794592.3457944,,,,,,,,,,,,,,,,33.032604
1743794592.3494983,731.31866,794.9817,810.696,695.4579,nan,nan,,,,,,,,,,
1743794592.3510203,,,,,,,,,,,,,nan,293285000.0,nan,
1743794592.3515453,,,,,,,,,,1610109.9,1608498.1,,,,,
1743794592.3534024,761.9414,794.17584,800.2198,641.8681,nan,nan,,,,,,,,,,
1743794592.3572621,,,,,,,0.09295654,-0.09686279,1.0979614,,,,,,,
1743794592.3573062,734.94507,797.8022,803.0403,682.1612,nan,nan,,,,,,,,,,
1743794592.3612101,694.65204,802.6374,811.50183,687.3993,nan,nan,,,,,,,,,,
1743794592.3651142,694.2491,797.8022,808.2784,666.04395,nan,nan,,,,,,,,,,
1743794592.3666341,,,,,,,,,,,,,nan,293173760.0,nan,
1743794592.3690181,683.36993,789.34064,814.7253,657.98535,nan,nan,,,,,,,,,,
1743794592.3729219,682.5641,774.83514,819.9634,708.7546,nan,nan,,,,,,,,,,
1743794592.3768258,661.2088,775.64105,815.5311,721.2454,nan,nan,,,,,,,,,,
1743794592.3768725,,,,,,,0.066711426,-0.06921387,1.0084839,,,,,,,
1743794592.3807299,662.4176,789.34064,819.5604,656.3736,nan,nan,,,,,,,,,,
1743794592.3822479,,,,,,,,,,,,,nan,293251140.0,nan,
1743794592.3846338,681.3553,783.2967,817.9487,668.0586,nan,nan,,,,,,,,,,
1743794592.3866665,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794592.3885376,664.43225,774.43225,817.9487,684.17584,nan,nan,,,,,,,,,,
1743794592.3924417,643.0769,780.87915,826.8132,669.2674,nan,nan,,,,,,,,,,
1743794592.3963456,660.40295,788.1319,817.1429,647.9121,nan,nan,,,,,,,,,,
1743794592.3964832,,,,,,,0.028564453,-0.053649902,0.92944336,,,,,,,
1743794592.3978620,,,,,,,,,,,,,nan,293120580.0,nan,
1743794592.4002495,673.69965,781.28204,815.9341,663.6264,nan,nan,,,,,,,,,,
1743794592.4041536,655.9707,768.3883,835.2747,665.64105,nan,nan,,,,,,,,,,
1743794592.4080575,646.7033,786.9231,836.4835,631.39197,nan,nan,,,,,,,,,,
1743794592.4117460,,,,,,,,,,,,,,,,33.032604
1743794592.4119613,663.22345,788.5348,823.1868,585.8608,nan,nan,,,,,,,,,,
1743794592.4134758,,,,,,,,,,,,,nan,293006940.0,nan,
1743794592.4158654,686.99634,764.35895,817.5458,591.50183,nan,nan,,,,,,,,,,
1743794592.4160938,,,,,,,-0.010437012,-0.021728516,0.88720703,,,,,,,
1743794592.4197693,681.75824,770.80585,823.5897,618.9011,nan,nan,,,,,,,,,,
1743794592.4217880,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.4236732,673.69965,776.04395,832.4542,661.6117,nan,nan,,,,,,,,,,
1743794592.4275770,678.5348,760.32965,829.6337,669.2674,nan,nan,,,,,,,,,,
1743794592.4290898,,,,,,,,,,,,,nan,293000500.0,nan,
1743794592.4314811,665.64105,763.95605,828.022,681.75824,nan,nan,,,,,,,,,,
1743794592.4353850,695.8608,770.0,837.28937,738.5714,nan,nan,,,,,,,,,,
1743794592.4357042,,,,,,,-0.04736328,-0.018371582,0.8743286,,,,,,,
1743794592.4392889,713.9927,766.3736,833.663,773.6264,nan,nan,,,,,,,,,,
1743794592.4431930,694.65204,764.7619,821.978,757.50916,nan,nan,,,,,,,,,,
1743794592.4447036,,,,,,,,,,,,,nan,293006940.0,nan,
1743794592.4470968,712.7839,769.59705,822.381,729.707,nan,nan,,,,,,,,,,
1743794592.4510007,725.6777,765.56775,819.5604,763.1502,nan,nan,,,,,,,,,,
1743794592.4549048,717.2161,763.5531,819.15753,772.8205,nan,nan,,,,,,,,,,
1743794592.4553149,,,,,,,-0.07684326,-0.026367188,0.88708496,,,,,,,
1743794592.4569092,,,,,,,,,,1610109.9,1608498.1,,,,,
1743794592.4588087,736.55676,763.5531,820.7692,738.5714,nan,nan,,,,,,,,,,
1743794592.4603176,,,,,,,,,,,,,nan,293091600.0,nan,
1743794592.4627125,750.2564,758.71796,815.12823,747.8388,nan,nan,,,,,,,,,,
1743794592.4666164,742.6007,761.9414,809.89014,709.15753,nan,nan,,,,,,,,,,
1743794592.4705205,769.19415,765.9707,814.7253,725.6777,nan,nan,,,,,,,,,,
1743794592.4744244,755.89746,764.7619,818.7546,782.0879,nan,nan,,,,,,,,,,
1743794592.4749255,,,,,,,-0.09753418,-0.03869629,0.9158325,,,,,,,
1743794592.4759314,,,,,,,,,,,,,nan,293459040.0,nan,
1743794592.4776978,,,,,,,,,,,,,,,,33.032604
1743794592.4783282,753.0769,765.9707,813.5165,749.0476,nan,nan,,,,,,,,,,
1743794592.4822323,776.04395,759.5238,810.293,754.2857,nan,nan,,,,,,,,,,
1743794592.4861362,770.80585,765.56775,810.696,811.0989,nan,nan,,,,,,,,,,
1743794592.4900401,750.65936,762.74725,813.1135,850.58606,nan,nan,,,,,,,,,,
1743794592.4915452,,,,,,,,,,,,,nan,293969150.0,nan,
1743794592.4920304,,,,,,,,,,1610915.8,1609304.0,,,,,
1743794592.4939442,759.12085,762.74725,808.68134,817.1429,nan,nan,,,,,,,,,,
1743794592.4945359,,,,,,,-0.10687256,-0.036010742,0.9449463,,,,,,,
1743794592.4978480,778.46155,776.8498,803.44324,813.91943,nan,nan,,,,,,,,,,
1743794592.5017519,772.01465,782.8938,811.0989,830.4396,nan,nan,,,,,,,,,,
1743794592.5056560,776.4469,775.2381,808.2784,827.2161,nan,nan,,,,,,,,,,
1743794592.5071592,,,,,,,,,,,,,nan,294477660.0,nan,
1743794592.5095599,810.293,763.5531,809.0842,844.94507,nan,nan,,,,,,,,,,
1743794592.5134637,796.5934,769.19415,806.6667,821.5751,nan,nan,,,,,,,,,,
1743794592.5141466,,,,,,,-0.11352539,-0.034240723,0.9852295,,,,,,,
1743794592.5173676,813.5165,780.07324,803.44324,810.696,nan,nan,,,,,,,,,,
1743794592.5212717,836.08057,777.25275,811.9048,836.08057,nan,nan,,,,,,,,,,
1743794592.5227730,,,,,,,,,,,,,nan,295032100.0,nan,
1743794592.5251756,809.4872,773.6264,803.8461,850.989,nan,nan,,,,,,,,,,
1743794592.5271516,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794592.5290794,795.38464,783.2967,793.7729,799.81683,nan,nan,,,,,,,,,,
1743794592.5329835,794.57874,793.7729,800.2198,782.0879,nan,nan,,,,,,,,,,
1743794592.5337572,,,,,,,-0.11584473,-0.04486084,1.0151978,,,,,,,
1743794592.5368874,814.7253,788.5348,803.44324,803.8461,nan,nan,,,,,,,,,,
1743794592.5383871,,,,,,,,,,,,,nan,295613120.0,nan,
1743794592.5407913,810.293,784.5055,792.5641,813.5165,nan,nan,,,,,,,,,,
1743794592.5436494,,,,,,,,,,,,,,,,33.032604
1743794592.5446954,802.6374,791.3553,788.5348,821.5751,nan,nan,,,,,,,,,,
1743794592.5485992,800.2198,805.4579,796.99634,820.7692,nan,nan,,,,,,,,,,
1743794592.5525031,823.1868,807.0696,803.44324,815.9341,nan,nan,,,,,,,,,,
1743794592.5533676,,,,,,,-0.11468506,-0.05102539,1.0324097,,,,,,,
1743794592.5540009,,,,,,,,,,,,,nan,296173980.0,nan,
1743794592.5564072,815.12823,788.93774,789.7436,822.381,nan,nan,,,,,,,,,,
1743794592.5603111,770.0,778.86444,778.86444,795.38464,nan,nan,,,,,,,,,,
1743794592.5622728,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.5642149,776.4469,794.57874,793.7729,785.7143,nan,nan,,,,,,,,,,
1743794592.5681188,767.1795,800.2198,793.7729,813.5165,nan,nan,,,,,,,,,,
1743794592.5696146,,,,,,,,,,,,,nan,296593060.0,nan,
1743794592.5720229,774.83514,793.36993,791.3553,832.4542,nan,nan,,,,,,,,,,
1743794592.5729783,,,,,,,-0.10864258,-0.046142578,1.0413208,,,,,,,
1743794592.5759268,807.8755,803.8461,783.2967,805.8608,nan,nan,,,,,,,,,,
1743794592.5798306,815.5311,811.9048,773.22345,783.69965,nan,nan,,,,,,,,,,
1743794592.5837348,796.5934,790.54944,780.4762,814.3223,nan,nan,,,,,,,,,,
1743794592.5852287,,,,,,,,,,,,,nan,296801760.0,nan,
1743794592.5876386,795.38464,767.98535,783.2967,823.9927,nan,nan,,,,,,,,,,
1743794592.5915425,788.5348,767.1795,780.87915,794.9817,nan,nan,,,,,,,,,,
1743794592.5925889,,,,,,,-0.109375,-0.053771973,1.0287476,,,,,,,
1743794592.5954466,783.2967,787.72894,774.0293,759.5238,nan,nan,,,,,,,,,,
1743794592.5973940,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.5993505,778.46155,800.2198,776.04395,784.10254,nan,nan,,,,,,,,,,
1743794592.6008425,,,,,,,,,,,,,nan,296883140.0,nan,
1743794592.6032543,780.87915,796.5934,781.685,838.9011,nan,nan,,,,,,,,,,
1743794592.6071584,796.1905,786.52014,777.6557,813.5165,nan,nan,,,,,,,,,,
1743794592.6096010,,,,,,,,,,,,,,,,33.032604
1743794592.6110623,791.3553,784.5055,773.22345,765.16486,nan,nan,,,,,,,,,,
1743794592.6121993,,,,,,,-0.10290527,-0.055725098,0.99554443,,,,,,,
1743794592.6149662,803.0403,787.326,774.83514,761.9414,nan,nan,,,,,,,,,,
1743794592.6164565,,,,,,,,,,,,,nan,296937150.0,nan,
1743794592.6188700,815.5311,785.31134,779.2674,804.2491,nan,nan,,,,,,,,,,
1743794592.6227741,817.9487,782.8938,778.0586,844.94507,nan,nan,,,,,,,,,,
1743794592.6266780,805.8608,773.6264,777.25275,807.47253,nan,nan,,,,,,,,,,
1743794592.6305819,799.81683,780.87915,775.64105,771.6117,nan,nan,,,,,,,,,,
1743794592.6318099,,,,,,,-0.11273193,-0.070495605,0.975647,,,,,,,
1743794592.6320703,,,,,,,,,,,,,nan,296963740.0,nan,
1743794592.6325152,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794592.6344860,788.93774,790.9524,780.87915,794.9817,nan,nan,,,,,,,,,,
1743794592.6383898,790.14655,796.99634,792.96704,826.4103,nan,nan,,,,,,,,,,
1743794592.6422937,785.7143,803.44324,786.52014,819.5604,nan,nan,,,,,,,,,,
1743794592.6461978,786.52014,794.57874,779.67035,801.4286,nan,nan,,,,,,,,,,
1743794592.6476841,,,,,,,,,,,,,nan,296894430.0,nan,
1743794592.6501017,801.02563,785.31134,784.5055,829.2308,nan,nan,,,,,,,,,,
1743794592.6514206,,,,,,,-0.117370605,-0.08483887,0.9515381,,,,,,,
1743794592.6540055,804.65204,778.0586,788.1319,850.58606,nan,nan,,,,,,,,,,
1743794592.6579094,791.3553,760.32965,781.28204,803.44324,nan,nan,,,,,,,,,,
1743794592.6618135,799.41394,773.6264,773.22345,792.96704,nan,nan,,,,,,,,,,
1743794592.6632981,,,,,,,,,,,,,nan,297009660.0,nan,
1743794592.6657174,778.0586,780.4762,772.01465,772.8205,nan,nan,,,,,,,,,,
1743794592.6676364,,,,,,,,,,1610109.9,1608498.1,,,,,
1743794592.6696212,780.87915,784.90845,776.4469,761.9414,nan,nan,,,,,,,,,,
1743794592.6710312,,,,,,,-0.12207031,-0.09753418,0.9436035,,,,,,,
1743794592.6735253,801.8315,785.7143,772.8205,782.0879,nan,nan,,,,,,,,,,
1743794592.6755528,,,,,,,,,,,,,,,,33.052105
1743794592.6774292,778.46155,782.0879,765.56775,777.25275,nan,nan,,,,,,,,,,
1743794592.6789119,,,,,,,,,,,,,nan,296979040.0,nan,
1743794592.6813331,776.04395,778.46155,768.3883,764.7619,nan,nan,,,,,,,,,,
1743794592.6852372,805.05493,782.49084,777.6557,803.44324,nan,nan,,,,,,,,,,
1743794592.6891410,800.6227,801.02563,786.9231,850.989,nan,nan,,,,,,,,,,
1743794592.6906416,,,,,,,-0.13018799,-0.10534668,0.932312,,,,,,,
1743794592.6930449,805.05493,792.96704,779.67035,803.0403,nan,nan,,,,,,,,,,
1743794592.6945260,,,,,,,,,,,,,nan,297031420.0,nan,
1743794592.6969490,789.7436,779.2674,771.6117,772.8205,nan,nan,,,,,,,,,,
1743794592.7008529,767.1795,785.7143,784.10254,799.41394,nan,nan,,,,,,,,,,
1743794592.7027576,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.7047567,787.326,779.2674,789.7436,817.1429,nan,nan,,,,,,,,,,
1743794592.7086606,798.60803,780.07324,786.1172,818.3516,nan,nan,,,,,,,,,,
1743794592.7101398,,,,,,,,,,,,,nan,297059650.0,nan,
1743794592.7102523,,,,,,,-0.13824463,-0.114746094,0.92962646,,,,,,,
1743794592.7125647,798.20514,793.7729,783.2967,782.49084,nan,nan,,,,,,,,,,
1743794592.7164686,802.6374,793.36993,787.326,782.49084,nan,nan,,,,,,,,,,
1743794592.7203724,803.8461,794.9817,790.9524,811.50183,nan,nan,,,,,,,,,,
1743794592.7242765,807.0696,790.54944,781.28204,829.2308,nan,nan,,,,,,,,,,
1743794592.7257535,,,,,,,,,,,,,nan,297125730.0,nan,
1743794592.7281804,807.8755,788.1319,776.4469,818.7546,nan,nan,,,,,,,,,,
1743794592.7298629,,,,,,,-0.13903809,-0.12945557,0.94281006,,,,,,,
1743794592.7320843,814.7253,791.75824,780.87915,785.31134,nan,nan,,,,,,,,,,
1743794592.7359884,825.2015,808.2784,786.9231,790.14655,nan,nan,,,,,,,,,,
1743794592.7378788,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.7398922,790.14655,796.1905,784.10254,824.3956,nan,nan,,,,,,,,,,
1743794592.7413676,,,,,,,,,,,,,nan,297274780.0,nan,
1743794592.7415044,,,,,,,,,,,,,,,,33.071606
1743794592.7437961,788.5348,768.7912,773.22345,811.0989,nan,nan,,,,,,,,,,
1743794592.7477002,794.17584,786.52014,775.64105,793.7729,nan,nan,,,,,,,,,,
1743794592.7494733,,,,,,,-0.14215088,-0.14794922,0.9737549,,,,,,,
1743794592.7516041,784.10254,798.60803,778.86444,802.6374,nan,nan,,,,,,,,,,
1743794592.7555079,796.99634,794.9817,783.69965,824.7985,nan,nan,,,,,,,,,,
1743794592.7569814,,,,,,,,,,,,,nan,297414200.0,nan,
1743794592.7594118,799.41394,783.69965,785.7143,789.7436,nan,nan,,,,,,,,,,
1743794592.7633159,790.9524,782.49084,778.0586,757.1062,nan,nan,,,,,,,,,,
1743794592.7672198,796.5934,791.3553,787.326,771.2088,nan,nan,,,,,,,,,,
1743794592.7690840,,,,,,,-0.13739014,-0.14605713,0.9995117,,,,,,,
1743794592.7711236,808.68134,795.38464,795.78754,792.1612,nan,nan,,,,,,,,,,
1743794592.7725954,,,,,,,,,,,,,nan,297310270.0,nan,
1743794592.7730000,,,,,,,,,,1610109.9,1608498.1,,,,,
1743794592.7750278,812.3077,783.2967,788.93774,821.1722,nan,nan,,,,,,,,,,
1743794592.7789316,788.93774,783.69965,778.86444,798.20514,nan,nan,,,,,,,,,,
1743794592.7828355,772.8205,812.71063,785.7143,743.4066,nan,nan,,,,,,,,,,
1743794592.7867396,792.96704,798.60803,793.36993,770.0,nan,nan,,,,,,,,,,
1743794592.7882092,,,,,,,,,,,,,nan,297386020.0,nan,
1743794592.7886946,,,,,,,-0.1359253,-0.12597656,0.9873047,,,,,,,
1743794592.7906435,793.36993,780.07324,789.34064,800.2198,nan,nan,,,,,,,,,,
1743794592.7945473,805.4579,790.54944,786.9231,780.87915,nan,nan,,,,,,,,,,
1743794592.7984514,792.5641,788.5348,792.96704,811.0989,nan,nan,,,,,,,,,,
1743794592.8023553,799.41394,788.1319,801.4286,865.09155,nan,nan,,,,,,,,,,
1743794592.8038230,,,,,,,,,,,,,nan,297401300.0,nan,
1743794592.8062592,806.6667,791.75824,802.6374,867.50916,nan,nan,,,,,,,,,,
1743794592.8074560,,,,,,,,,,,,,,,,33.052105
1743794592.8081212,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794592.8083050,,,,,,,-0.1260376,-0.115356445,0.9768677,,,,,,,
1743794592.8101630,780.07324,794.9817,796.5934,772.4176,nan,nan,,,,,,,,,,
1743794592.8140671,818.7546,809.89014,791.75824,716.4103,nan,nan,,,,,,,,,,
1743794592.8179710,840.5128,815.12823,796.1905,740.58606,nan,nan,,,,,,,,,,
1743794592.8194370,,,,,,,,,,,,,nan,297324770.0,nan,
1743794592.8218749,825.6044,805.05493,805.05493,778.86444,nan,nan,,,,,,,,,,
1743794592.8257790,820.7692,786.1172,798.20514,791.3553,nan,nan,,,,,,,,,,
1743794592.8279157,,,,,,,-0.11804199,-0.11553955,0.9790039,,,,,,,
1743794592.8296828,798.60803,794.9817,788.93774,770.40295,nan,nan,,,,,,,,,,
1743794592.8335867,807.0696,813.1135,800.2198,765.56775,nan,nan,,,,,,,,,,
1743794592.8350508,,,,,,,,,,,,,nan,297268350.0,nan,
1743794592.8374908,799.41394,808.68134,810.696,820.7692,nan,nan,,,,,,,,,,
1743794592.8413947,788.93774,789.7436,803.44324,823.9927,nan,nan,,,,,,,,,,
1743794592.8432424,,,,,,,,,,1610915.8,1609304.0,,,,,
1743794592.8452985,839.304,790.54944,796.1905,790.9524,nan,nan,,,,,,,,,,
1743794592.8475263,,,,,,,-0.113586426,-0.08892822,0.9647827,,,,,,,
1743794592.8492024,828.8278,805.05493,798.20514,801.8315,nan,nan,,,,,,,,,,
1743794592.8506649,,,,,,,,,,,,,nan,297211940.0,nan,
1743794592.8531065,796.5934,798.60803,805.05493,809.89014,nan,nan,,,,,,,,,,
1743794592.8570104,801.02563,794.57874,804.2491,815.5311,nan,nan,,,,,,,,,,
1743794592.8609142,814.7253,800.6227,799.011,786.52014,nan,nan,,,,,,,,,,
1743794592.8648183,816.337,809.89014,800.2198,772.8205,nan,nan,,,,,,,,,,
1743794592.8662786,,,,,,,,,,,,,nan,297088640.0,nan,
1743794592.8671367,,,,,,,-0.107788086,-0.049621582,0.9468384,,,,,,,
1743794592.8687222,783.69965,803.0403,803.44324,819.15753,nan,nan,,,,,,,,,,
1743794592.8726261,785.31134,792.1612,803.44324,851.79486,nan,nan,,,,,,,,,,
1743794592.8734078,,,,,,,,,,,,,,,,33.032604
1743794592.8765302,792.96704,796.99634,798.20514,828.4249,nan,nan,,,,,,,,,,
1743794592.8783636,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.8804340,790.14655,799.011,800.2198,790.9524,nan,nan,,,,,,,,,,
1743794592.8818924,,,,,,,,,,,,,nan,297074940.0,nan,
1743794592.8843379,801.02563,782.49084,803.44324,791.75824,nan,nan,,,,,,,,,,
1743794592.8867474,,,,,,,-0.10449219,0.0007324219,0.91571045,,,,,,,
1743794592.8882420,822.381,791.75824,800.2198,784.10254,nan,nan,,,,,,,,,,
1743794592.8921459,803.8461,793.7729,795.78754,759.5238,nan,nan,,,,,,,,,,
1743794592.8960497,763.95605,774.0293,788.5348,733.73627,nan,nan,,,,,,,,,,
1743794592.8975065,,,,,,,,,,,,,nan,296988700.0,nan,
1743794592.8999536,783.2967,787.326,790.14655,740.989,nan,nan,,,,,,,,,,
1743794592.9038577,807.8755,790.14655,798.60803,794.9817,nan,nan,,,,,,,,,,
1743794592.9063580,,,,,,,-0.08880615,0.062805176,0.88391113,,,,,,,
1743794592.9077616,798.60803,792.5641,801.02563,829.2308,nan,nan,,,,,,,,,,
1743794592.9116654,791.3553,794.9817,801.4286,774.83514,nan,nan,,,,,,,,,,
1743794592.9131203,,,,,,,,,,,,,nan,296908130.0,nan,
1743794592.9134848,,,,,,,,,,1610109.9,1609304.0,,,,,
1743794592.9155695,775.64105,793.36993,803.0403,753.47986,nan,nan,,,,,,,,,,
1743794592.9194734,797.8022,799.81683,811.0989,801.8315,nan,nan,,,,,,,,,,
1743794592.9233773,795.78754,801.4286,816.337,829.2308,nan,nan,,,,,,,,,,
1743794592.9259684,,,,,,,-0.08123779,0.119262695,0.87835693,,,,,,,
1743794592.9272814,785.7143,800.6227,806.6667,788.1319,nan,nan,,,,,,,,,,
1743794592.9287343,,,,,,,,,,,,,nan,296919420.0,nan,
1743794592.9311852,790.14655,796.1905,802.6374,764.35895,nan,nan,,,,,,,,,,
1743794592.9350891,802.6374,793.36993,808.2784,777.6557,nan,nan,,,,,,,,,,
1743794592.9389932,814.7253,801.02563,815.5311,803.44324,nan,nan,,,,,,,,,,
1743794592.9393594,,,,,,,,,,,,,,,,33.032604
1743794592.9428971,796.5934,790.9524,805.4579,794.57874,nan,nan,,,,,,,,,,
1743794592.9443481,,,,,,,,,,,,,nan,296919420.0,nan,
1743794592.9455791,,,,,,,-0.03942871,0.074523926,0.90875244,,,,,,,
1743794592.9468009,793.36993,804.2491,794.17584,754.2857,nan,nan,,,,,,,,,,
1743794592.9486060,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794592.9507048,794.17584,811.9048,800.6227,761.9414,nan,nan,,,,,,,,,,
