timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,ppg_1,ppg_2,ppg_3,thermistor
1743794630.5261159,703.5165,704.7253,727.28937,696.26373,nan,nan,,,,,,,,,,
1743794630.5269835,,,,,,,,,,,,,nan,302707100.0,nan,
1743794630.5283029,,,,,,,,,,1610915.8,1609304.0,,,,,
1743794630.5300198,716.4103,711.1722,717.619,664.43225,nan,nan,,,,,,,,,,
1743794630.5318067,,,,,,,,,,,,,,,,33.22769
1743794630.5339236,695.8608,706.7399,715.2015,657.98535,nan,nan,,,,,,,,,,
1743794630.5378277,691.8315,690.2198,707.9487,672.0879,nan,nan,,,,,,,,,,
1743794630.5390370,,,,,,,-0.05987549,-0.09307861,1.0014648,,,,,,,
1743794630.5417316,699.89014,707.1429,707.9487,656.77655,nan,nan,,,,,,,,,,
1743794630.5425973,,,,,,,,,,,,,nan,302994000.0,nan,
1743794630.5456355,699.0842,701.50183,711.1722,693.0403,nan,nan,,,,,,,,,,
1743794630.5495396,702.71063,671.28204,700.696,695.8608,nan,nan,,,,,,,,,,
1743794630.5534434,685.38464,678.93774,697.47253,660.40295,nan,nan,,,,,,,,,,
1743794630.5573473,685.38464,690.6227,698.2784,641.4652,nan,nan,,,,,,,,,,
1743794630.5582111,,,,,,,,,,,,,nan,303250270.0,nan,
1743794630.5586476,,,,,,,-0.06585693,-0.10217285,0.991333,,,,,,,
1743794630.5612514,686.1905,691.02563,692.6374,655.16486,nan,nan,,,,,,,,,,
1743794630.5634241,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794630.5651553,685.78754,686.99634,693.44324,679.34064,nan,nan,,,,,,,,,,
1743794630.5690591,696.6667,682.96704,698.68134,652.74725,nan,nan,,,,,,,,,,
1743794630.5729630,680.9524,691.4286,700.293,663.6264,nan,nan,,,,,,,,,,
1743794630.5738251,,,,,,,,,,,,,nan,303550050.0,nan,
1743794630.5768671,681.75824,682.96704,692.23444,681.3553,nan,nan,,,,,,,,,,
1743794630.5782583,,,,,,,-0.06652832,-0.105407715,0.97491455,,,,,,,
1743794630.5807710,706.7399,670.87915,681.3553,672.49084,nan,nan,,,,,,,,,,
1743794630.5846748,701.50183,678.93774,680.54944,644.68866,nan,nan,,,,,,,,,,
1743794630.5885789,680.14655,689.41394,680.9524,613.663,nan,nan,,,,,,,,,,
1743794630.5894389,,,,,,,,,,,,,nan,303849020.0,nan,
1743794630.5924828,705.5311,680.54944,674.10254,627.76556,nan,nan,,,,,,,,,,
1743794630.5963867,684.9817,666.4469,664.43225,625.34796,nan,nan,,,,,,,,,,
1743794630.5977583,,,,,,,,,,,,,,,,33.22769
1743794630.5978687,,,,,,,-0.055664062,-0.0993042,0.9202881,,,,,,,
1743794630.5985453,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794630.6002908,657.98535,656.3736,654.7619,618.49817,nan,nan,,,,,,,,,,
1743794630.6041946,669.67035,658.7912,660.40295,653.1502,nan,nan,,,,,,,,,,
1743794630.6050529,,,,,,,,,,,,,nan,304199550.0,nan,
1743794630.6080985,685.38464,672.49084,661.2088,637.03296,nan,nan,,,,,,,,,,
1743794630.6120026,675.7143,663.6264,651.9414,646.30035,nan,nan,,,,,,,,,,
1743794630.6159065,651.9414,654.7619,648.71796,687.3993,nan,nan,,,,,,,,,,
1743794630.6174793,,,,,,,-0.079711914,-0.08709717,0.9224243,,,,,,,
1743794630.6198103,643.8828,660.80585,634.21246,657.1795,nan,nan,,,,,,,,,,
1743794630.6206667,,,,,,,,,,,,,nan,304459840.0,nan,
1743794630.6237142,649.5238,662.01465,637.8388,637.03296,nan,nan,,,,,,,,,,
1743794630.6276183,690.2198,647.1062,638.24176,661.6117,nan,nan,,,,,,,,,,
1743794630.6315222,715.6044,647.1062,635.0183,655.56775,nan,nan,,,,,,,,,,
1743794630.6336668,,,,,,,,,,1610915.8,1609304.0,,,,,
1743794630.6354260,674.10254,672.49084,644.68866,645.89746,nan,nan,,,,,,,,,,
1743794630.6362808,,,,,,,,,,,,,nan,304636350.0,nan,
1743794630.6370900,,,,,,,-0.08795166,-0.08734131,0.9333496,,,,,,,
1743794630.6393301,676.1172,677.72894,638.6447,662.4176,nan,nan,,,,,,,,,,
1743794630.6432340,709.9634,669.67035,632.6007,695.8608,nan,nan,,,,,,,,,,
1743794630.6471379,684.17584,667.25275,637.03296,665.64105,nan,nan,,,,,,,,,,
1743794630.6510420,684.17584,672.8938,637.4359,618.0952,nan,nan,,,,,,,,,,
1743794630.6518946,,,,,,,,,,,,,nan,304924030.0,nan,
1743794630.6549459,676.9231,666.04395,633.4066,610.0366,nan,nan,,,,,,,,,,
1743794630.6567004,,,,,,,-0.10345459,-0.09918213,0.95025635,,,,,,,
1743794630.6588497,689.81683,655.9707,626.55676,625.7509,nan,nan,,,,,,,,,,
1743794630.6627538,692.6374,655.56775,630.18317,660.0,nan,nan,,,,,,,,,,
1743794630.6637099,,,,,,,,,,,,,,,,33.22769
1743794630.6666577,666.4469,655.9707,622.52747,658.3883,nan,nan,,,,,,,,,,
1743794630.6675084,,,,,,,,,,,,,nan,305094080.0,nan,
1743794630.6687880,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794630.6705616,662.01465,653.5531,614.4689,621.31866,nan,nan,,,,,,,,,,
1743794630.6744654,660.40295,657.5824,619.304,628.97437,nan,nan,,,,,,,,,,
1743794630.6763110,,,,,,,-0.10821533,-0.11242676,0.96832275,,,,,,,
1743794630.6783695,678.5348,655.9707,619.707,656.3736,nan,nan,,,,,,,,,,
1743794630.6822734,670.07324,649.5238,615.2747,633.4066,nan,nan,,,,,,,,,,
1743794630.6831224,,,,,,,,,,,,,nan,305335840.0,nan,
1743794630.6861773,663.22345,651.53845,614.0659,628.97437,nan,nan,,,,,,,,,,
1743794630.6900814,651.13556,652.74725,616.4835,637.8388,nan,nan,,,,,,,,,,
1743794630.6939852,653.95605,657.5824,620.9158,652.74725,nan,nan,,,,,,,,,,
1743794630.6959217,,,,,,,-0.09979248,-0.111816406,0.9558716,,,,,,,
1743794630.6978891,659.59705,653.1502,621.7216,671.685,nan,nan,,,,,,,,,,
1743794630.6987362,,,,,,,,,,,,,nan,305475230.0,nan,
1743794630.7017932,640.2564,636.63007,618.9011,656.3736,nan,nan,,,,,,,,,,
1743794630.7039092,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794630.7056971,621.31866,639.45056,620.5128,656.77655,nan,nan,,,,,,,,,,
1743794630.7096009,642.674,642.674,624.5421,628.97437,nan,nan,,,,,,,,,,
1743794630.7135048,664.43225,633.00366,628.97437,608.4249,nan,nan,,,,,,,,,,
1743794630.7143502,,,,,,,,,,,,,nan,305742800.0,nan,
1743794630.7155323,,,,,,,-0.09082031,-0.092163086,0.93829346,,,,,,,
1743794630.7174089,634.21246,642.27106,624.5421,601.1722,nan,nan,,,,,,,,,,
1743794630.7213128,656.3736,645.4945,621.7216,618.49817,nan,nan,,,,,,,,,,
1743794630.7252166,668.46155,647.1062,631.79486,651.53845,nan,nan,,,,,,,,,,
1743794630.7291207,670.87915,658.3883,636.63007,640.2564,nan,nan,,,,,,,,,,
1743794630.7296615,,,,,,,,,,,,,,,,33.247208
1743794630.7299640,,,,,,,,,,,,,nan,305862050.0,nan,
1743794630.7330246,654.35895,643.47986,630.58606,633.8095,nan,nan,,,,,,,,,,
1743794630.7351427,,,,,,,-0.07727051,-0.070495605,0.9366455,,,,,,,
1743794630.7369285,644.68866,622.9304,632.1978,608.4249,nan,nan,,,,,,,,,,
1743794630.7390304,,,,,,,,,,1610915.8,1609304.0,,,,,
1743794630.7408326,660.0,641.8681,639.45056,593.5165,nan,nan,,,,,,,,,,
1743794630.7447364,657.1795,653.95605,636.63007,631.79486,nan,nan,,,,,,,,,,
1743794630.7455778,,,,,,,,,,,,,nan,305973250.0,nan,
1743794630.7486403,645.89746,645.4945,635.82416,657.1795,nan,nan,,,,,,,,,,
1743794630.7525444,663.6264,652.3443,639.85345,634.61536,nan,nan,,,,,,,,,,
1743794630.7547534,,,,,,,-0.049987793,-0.08203125,0.93304443,,,,,,,
1743794630.7564483,672.49084,663.6264,637.4359,641.8681,nan,nan,,,,,,,,,,
1743794630.7603521,658.7912,665.2381,634.21246,678.1319,nan,nan,,,,,,,,,,
1743794630.7611918,,,,,,,,,,,,,nan,306003870.0,nan,
1743794630.7642560,656.77655,656.77655,625.34796,633.4066,nan,nan,,,,,,,,,,
1743794630.7681601,630.18317,664.43225,621.7216,618.0952,nan,nan,,,,,,,,,,
1743794630.7720640,640.2564,672.49084,620.5128,608.4249,nan,nan,,,,,,,,,,
1743794630.7741516,,,,,,,,,,1611721.6,1609304.0,,,,,
1743794630.7743640,,,,,,,-0.00079345703,-0.10406494,0.9850464,,,,,,,
1743794630.7759678,674.5055,679.7436,620.5128,599.5604,nan,nan,,,,,,,,,,
1743794630.7768056,,,,,,,,,,,,,nan,306098180.0,nan,
1743794630.7798719,682.96704,677.326,618.0952,631.79486,nan,nan,,,,,,,,,,
1743794630.7837758,659.59705,671.685,614.4689,639.0476,nan,nan,,,,,,,,,,
1743794630.7876797,643.0769,672.8938,614.0659,601.978,nan,nan,,,,,,,,,,
1743794630.7915838,670.87915,672.49084,611.6484,617.6923,nan,nan,,,,,,,,,,
1743794630.7924197,,,,,,,,,,,,,nan,306186800.0,nan,
1743794630.7939744,,,,,,,0.008850098,-0.09613037,0.97869873,,,,,,,
1743794630.7954876,678.93774,674.90845,611.6484,668.46155,nan,nan,,,,,,,,,,
1743794630.7956133,,,,,,,,,,,,,,,,33.247208
1743794630.7993915,652.74725,675.31134,615.6777,654.7619,nan,nan,,,,,,,,,,
1743794630.8032956,690.6227,677.326,621.7216,631.39197,nan,nan,,,,,,,,,,
1743794630.8071995,680.54944,686.1905,620.10986,646.7033,nan,nan,,,,,,,,,,
1743794630.8080335,,,,,,,,,,,,,nan,306348800.0,nan,
1743794630.8092728,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794630.8111033,671.28204,686.1905,620.9158,680.14655,nan,nan,,,,,,,,,,
1743794630.8135850,,,,,,,0.038024902,-0.07318115,1.0179443,,,,,,,
1743794630.8150072,684.57874,679.7436,624.94507,650.32965,nan,nan,,,,,,,,,,
1743794630.8189113,673.69965,684.17584,621.31866,626.1539,nan,nan,,,,,,,,,,
1743794630.8228152,690.2198,690.6227,633.8095,645.4945,nan,nan,,,,,,,,,,
1743794630.8236473,,,,,,,,,,,,,nan,306440670.0,nan,
1743794630.8267190,693.44324,682.1612,641.8681,657.1795,nan,nan,,,,,,,,,,
1743794630.8306231,698.68134,677.72894,632.6007,641.8681,nan,nan,,,,,,,,,,
1743794630.8331957,,,,,,,0.05053711,-0.05633545,1.0437012,,,,,,,
1743794630.8345270,696.26373,686.5934,637.03296,631.39197,nan,nan,,,,,,,,,,
1743794630.8384309,691.02563,678.93774,641.4652,640.2564,nan,nan,,,,,,,,,,
1743794630.8392613,,,,,,,,,,,,,nan,306514780.0,nan,
1743794630.8423350,686.1905,679.34064,642.674,656.3736,nan,nan,,,,,,,,,,
1743794630.8443940,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794630.8462389,697.47253,684.17584,649.12085,700.293,nan,nan,,,,,,,,,,
1743794630.8501427,721.2454,688.20514,648.71796,708.7546,nan,nan,,,,,,,,,,
1743794630.8528061,,,,,,,0.07867432,-0.06262207,1.0926514,,,,,,,
1743794630.8540468,724.87177,693.44324,648.315,645.09155,nan,nan,,,,,,,,,,
1743794630.8548751,,,,,,,,,,,,,nan,306577660.0,nan,
1743794630.8579507,704.7253,698.2784,653.1502,667.6557,nan,nan,,,,,,,,,,
1743794630.8615649,,,,,,,,,,,,,,,,33.247208
1743794630.8618546,709.5604,692.23444,662.4176,699.4872,nan,nan,,,,,,,,,,
1743794630.8657584,700.293,682.1612,662.01465,657.1795,nan,nan,,,,,,,,,,
1743794630.8696625,678.93774,698.2784,660.0,676.1172,nan,nan,,,,,,,,,,
1743794630.8704891,,,,,,,,,,,,,nan,306651800.0,nan,
1743794630.8724167,,,,,,,0.111694336,-0.059265137,1.0839233,,,,,,,
1743794630.8735664,732.9304,699.89014,662.8205,707.5458,nan,nan,,,,,,,,,,
1743794630.8774703,725.6777,682.96704,657.5824,702.3077,nan,nan,,,,,,,,,,
1743794630.8795152,,,,,,,,,,1611721.6,1609304.0,,,,,
1743794630.8813744,685.78754,680.14655,657.1795,671.28204,nan,nan,,,,,,,,,,
1743794630.8852782,693.0403,684.17584,651.9414,670.07324,nan,nan,,,,,,,,,,
1743794630.8861029,,,,,,,,,,,,,nan,306679200.0,nan,
1743794630.8891821,703.5165,678.5348,653.95605,695.4579,nan,nan,,,,,,,,,,
1743794630.8920274,,,,,,,0.1348877,-0.028808594,1.1018677,,,,,,,
1743794630.8930862,695.05493,678.93774,659.19415,705.5311,nan,nan,,,,,,,,,,
1743794630.8969901,704.7253,680.54944,660.40295,720.84247,nan,nan,,,,,,,,,,
1743794630.9008939,703.1135,675.31134,664.43225,729.707,nan,nan,,,,,,,,,,
1743794630.9017167,,,,,,,,,,,,,nan,306765400.0,nan,
1743794630.9047978,703.1135,679.7436,652.74725,677.326,nan,nan,,,,,,,,,,
1743794630.9087019,684.17584,677.72894,643.0769,667.25275,nan,nan,,,,,,,,,,
1743794630.9116378,,,,,,,0.19238281,0.0025024414,1.1668701,,,,,,,
1743794630.9126058,698.68134,674.5055,647.1062,691.02563,nan,nan,,,,,,,,,,
1743794630.9146364,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794630.9165096,715.6044,683.36993,652.74725,689.41394,nan,nan,,,,,,,,,,
1743794630.9173307,,,,,,,,,,,,,nan,306815400.0,nan,
1743794630.9204137,682.1612,676.1172,653.95605,678.93774,nan,nan,,,,,,,,,,
1743794630.9243176,675.31134,664.0293,646.7033,663.22345,nan,nan,,,,,,,,,,
1743794630.9275165,,,,,,,,,,,,,,,,33.26673
1743794630.9282215,704.3223,670.4762,641.4652,681.75824,nan,nan,,,,,,,,,,
1743794630.9312484,,,,,,,0.20446777,0.011779785,1.1521606,,,,,,,
1743794630.9321256,701.0989,662.01465,638.24176,689.41394,nan,nan,,,,,,,,,,
1743794630.9329445,,,,,,,,,,,,,nan,306801700.0,nan,
1743794630.9360294,678.93774,647.9121,635.0183,669.2674,nan,nan,,,,,,,,,,
1743794630.9399333,720.84247,682.5641,647.1062,671.28204,nan,nan,,,,,,,,,,
1743794630.9438374,726.8865,686.1905,653.95605,685.78754,nan,nan,,,,,,,,,,
1743794630.9477413,676.9231,662.01465,653.95605,692.6374,nan,nan,,,,,,,,,,
1743794630.9485586,,,,,,,,,,,,,nan,306731600.0,nan,
1743794630.9497576,,,,,,,,,,1611721.6,1609304.0,,,,,
1743794630.9508591,,,,,,,0.18347168,0.010864258,1.1179199,,,,,,,
1743794630.9516451,662.4176,664.83514,645.09155,664.0293,nan,nan,,,,,,,,,,
1743794630.9555490,682.96704,666.4469,638.24176,650.7326,nan,nan,,,,,,,,,,
1743794630.9594531,686.99634,666.8498,643.47986,679.7436,nan,nan,,,,,,,,,,
1743794630.9633570,707.1429,674.10254,643.8828,672.8938,nan,nan,,,,,,,,,,
1743794630.9641724,,,,,,,,,,,,,nan,306709020.0,nan,
1743794630.9672608,701.0989,676.52014,645.09155,686.5934,nan,nan,,,,,,,,,,
1743794630.9704695,,,,,,,0.17468262,0.010803223,1.0803833,,,,,,,
1743794630.9711649,699.0842,660.40295,641.8681,681.3553,nan,nan,,,,,,,,,,
1743794630.9750688,712.381,666.04395,637.4359,676.52014,nan,nan,,,,,,,,,,
1743794630.9789727,696.26373,672.0879,640.2564,718.022,nan,nan,,,,,,,,,,
1743794630.9797862,,,,,,,,,,,,,nan,306783140.0,nan,
1743794630.9828768,658.7912,657.98535,633.00366,678.1319,nan,nan,,,,,,,,,,
1743794630.9848788,,,,,,,,,,1610915.8,1609304.0,,,,,
1743794630.9867806,642.674,669.2674,631.39197,644.68866,nan,nan,,,,,,,,,,
1743794630.9900801,,,,,,,0.12542725,0.016357422,1.0303345,,,,,,,
1743794630.9906845,673.69965,674.5055,635.42126,680.54944,nan,nan,,,,,,,,,,
1743794630.9934683,,,,,,,,,,,,,,,,33.22769
1743794630.9945886,681.75824,657.5824,626.55676,668.86444,nan,nan,,,,,,,,,,
1743794630.9954002,,,,,,,,,,,,,nan,306730780.0,nan,
1743794630.9984925,670.07324,656.3736,630.58606,658.3883,nan,nan,,,,,,,,,,
1743794631.0023963,668.46155,668.0586,638.6447,682.5641,nan,nan,,,,,,,,,,
1743794631.0063002,680.14655,667.6557,648.315,670.4762,nan,nan,,,,,,,,,,
1743794631.0096908,,,,,,,0.10888672,0.008483887,1.0158081,,,,,,,
1743794631.0102043,684.9817,684.17584,660.0,661.6117,nan,nan,,,,,,,,,,
1743794631.0110140,,,,,,,,,,,,,nan,306577660.0,nan,
1743794631.0141082,684.17584,689.81683,664.43225,686.5934,nan,nan,,,,,,,,,,
1743794631.0180120,696.26373,675.7143,664.43225,687.3993,nan,nan,,,,,,,,,,
1743794631.0200000,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794631.0219162,705.9341,686.5934,665.64105,656.77655,nan,nan,,,,,,,,,,
1743794631.0258200,711.978,695.4579,666.04395,678.93774,nan,nan,,,,,,,,,,
1743794631.0266280,,,,,,,,,,,,,nan,306597000.0,nan,
1743794631.0293012,,,,,,,0.064208984,0.0045166016,1.0037842,,,,,,,
1743794631.0297239,705.9341,671.685,659.19415,716.4103,nan,nan,,,,,,,,,,
1743794631.0336280,703.1135,685.38464,666.04395,690.6227,nan,nan,,,,,,,,,,
1743794631.0375319,712.381,708.7546,677.326,679.34064,nan,nan,,,,,,,,,,
1743794631.0414357,719.6337,703.91943,683.36993,701.0989,nan,nan,,,,,,,,,,
1743794631.0422418,,,,,,,,,,,,,nan,306493060.0,nan,
1743794631.0453398,721.6484,701.50183,684.9817,708.3516,nan,nan,,,,,,,,,,
1743794631.0489118,,,,,,,0.038513184,-0.0013427734,1.0349121,,,,,,,
1743794631.0492437,712.381,695.05493,682.5641,701.0989,nan,nan,,,,,,,,,,
1743794631.0531476,685.78754,696.26373,689.81683,677.72894,nan,nan,,,,,,,,,,
1743794631.0551212,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794631.0570514,701.0989,713.5897,691.8315,708.3516,nan,nan,,,,,,,,,,
1743794631.0578556,,,,,,,,,,,,,nan,306505120.0,nan,
1743794631.0594199,,,,,,,,,,,,,,,,33.247208
1743794631.0609555,726.8865,707.5458,685.78754,757.50916,nan,nan,,,,,,,,,,
1743794631.0648594,732.52747,678.93774,678.5348,703.91943,nan,nan,,,,,,,,,,
1743794631.0685225,,,,,,,0.014709473,-0.009399414,1.0188599,,,,,,,
1743794631.0687633,702.3077,675.31134,674.5055,668.46155,nan,nan,,,,,,,,,,
1743794631.0726674,677.72894,684.17584,677.326,699.4872,nan,nan,,,,,,,,,,
1743794631.0734696,,,,,,,,,,,,,nan,306505920.0,nan,
1743794631.0765712,695.05493,691.02563,685.38464,720.84247,nan,nan,,,,,,,,,,
1743794631.0804751,706.7399,694.2491,686.99634,740.58606,nan,nan,,,,,,,,,,
1743794631.0843792,722.0513,690.6227,680.9524,723.663,nan,nan,,,,,,,,,,
1743794631.0881329,,,,,,,0.02722168,0.0034179688,1.048706,,,,,,,
1743794631.0882831,702.3077,698.68134,680.54944,723.2601,nan,nan,,,,,,,,,,
1743794631.0890834,,,,,,,,,,,,,nan,306602620.0,nan,
1743794631.0902424,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794631.0921869,737.76556,711.978,685.38464,722.0513,nan,nan,,,,,,,,,,
1743794631.0960908,767.5824,706.7399,693.8461,730.5128,nan,nan,,,,,,,,,,
1743794631.0999949,691.8315,707.9487,689.011,720.84247,nan,nan,,,,,,,,,,
1743794631.1038988,693.0403,726.8865,685.38464,690.2198,nan,nan,,,,,,,,,,
1743794631.1046975,,,,,,,,,,,,,nan,306737200.0,nan,
1743794631.1077435,,,,,,,-0.02130127,-0.0005493164,1.0197754,,,,,,,
1743794631.1078026,727.6923,719.6337,693.8461,732.52747,nan,nan,,,,,,,,,,
1743794631.1117067,766.3736,696.26373,694.2491,754.2857,nan,nan,,,,,,,,,,
1743794631.1156106,753.8828,707.1429,690.6227,750.65936,nan,nan,,,,,,,,,,
1743794631.1195145,729.304,721.6484,694.2491,738.97437,nan,nan,,,,,,,,,,
1743794631.1203113,,,,,,,,,,,,,nan,306725920.0,nan,
1743794631.1234186,750.65936,708.3516,701.50183,718.4249,nan,nan,,,,,,,,,,
1743794631.1253636,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794631.1253715,,,,,,,,,,,,,,,,33.22769
1743794631.1273224,755.4945,710.7692,709.15753,747.4359,nan,nan,,,,,,,,,,
1743794631.1273541,,,,,,,-0.06384277,-0.007507324,0.96325684,,,,,,,
1743794631.1312263,740.989,705.9341,699.89014,736.1539,nan,nan,,,,,,,,,,
1743794631.1351304,707.9487,704.7253,688.60803,694.65204,nan,nan,,,,,,,,,,
1743794631.1359251,,,,,,,,,,,,,nan,306811360.0,nan,
1743794631.1390343,721.2454,710.7692,697.8755,709.15753,nan,nan,,,,,,,,,,
1743794631.1429381,777.6557,715.2015,703.5165,726.4835,nan,nan,,,,,,,,,,
1743794631.1468420,787.326,728.0952,696.26373,720.4396,nan,nan,,,,,,,,,,
1743794631.1469648,,,,,,,-0.038208008,0.018615723,0.95928955,,,,,,,
1743794631.1507461,737.76556,734.94507,699.89014,754.68866,nan,nan,,,,,,,,,,
1743794631.1515391,,,,,,,,,,,,,nan,306873400.0,nan,
1743794631.1546500,718.022,722.8571,705.5311,748.24176,nan,nan,,,,,,,,,,
1743794631.1585538,751.4652,706.337,704.7253,747.8388,nan,nan,,,,,,,,,,
1743794631.1604848,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794631.1624579,765.56775,695.8608,699.4872,747.4359,nan,nan,,,,,,,,,,
1743794631.1663618,761.13556,706.337,701.0989,742.1978,nan,nan,,,,,,,,,,
1743794631.1665752,,,,,,,-0.047607422,0.024841309,0.9260864,,,,,,,
1743794631.1671529,,,,,,,,,,,,,nan,306955620.0,nan,
1743794631.1702657,716.4103,713.9927,705.9341,740.58606,nan,nan,,,,,,,,,,
1743794631.1741698,709.15753,715.6044,697.47253,713.1868,nan,nan,,,,,,,,,,
1743794631.1780736,744.61536,720.84247,692.23444,709.15753,nan,nan,,,,,,,,,,
1743794631.1819775,770.0,715.2015,692.6374,716.8132,nan,nan,,,,,,,,,,
1743794631.1827669,,,,,,,,,,,,,nan,307004770.0,nan,
1743794631.1858816,781.685,708.3516,700.293,741.39197,nan,nan,,,,,,,,,,
1743794631.1861858,,,,,,,-0.060546875,0.016113281,0.9442749,,,,,,,
1743794631.1897855,748.24176,716.0073,715.2015,731.7216,nan,nan,,,,,,,,,,
1743794631.1913233,,,,,,,,,,,,,,,,33.26673
1743794631.1936893,743.00366,725.2747,716.8132,734.5421,nan,nan,,,,,,,,,,
1743794631.1956060,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794631.1975932,764.35895,733.73627,711.978,740.58606,nan,nan,,,,,,,,,,
1743794631.1983807,,,,,,,,,,,,,nan,307065200.0,nan,
1743794631.2014973,726.8865,722.4542,710.3663,738.1685,nan,nan,,,,,,,,,,
1743794631.2054012,744.21246,722.4542,716.0073,742.1978,nan,nan,,,,,,,,,,
1743794631.2057965,,,,,,,-0.09210205,0.00592041,0.93463135,,,,,,,
1743794631.2093050,781.28204,725.2747,716.8132,742.1978,nan,nan,,,,,,,,,,
1743794631.2132092,744.61536,702.71063,718.4249,752.674,nan,nan,,,,,,,,,,
1743794631.2139947,,,,,,,,,,,,,nan,307124030.0,nan,
1743794631.2171130,740.989,703.1135,713.5897,710.7692,nan,nan,,,,,,,,,,
1743794631.2210169,699.4872,709.5604,704.7253,691.4286,nan,nan,,,,,,,,,,
1743794631.2249210,731.31866,713.1868,712.381,718.022,nan,nan,,,,,,,,,,
1743794631.2254069,,,,,,,-0.12927246,-0.037231445,0.9310913,,,,,,,
1743794631.2288249,793.7729,722.0513,716.8132,716.0073,nan,nan,,,,,,,,,,
1743794631.2296085,,,,,,,,,,,,,nan,307177200.0,nan,
1743794631.2307272,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794631.2327287,719.6337,713.1868,719.6337,709.5604,nan,nan,,,,,,,,,,
1743794631.2366328,677.72894,711.5751,720.4396,732.9304,nan,nan,,,,,,,,,,
1743794631.2405367,756.30035,720.4396,720.0366,740.58606,nan,nan,,,,,,,,,,
1743794631.2444406,772.8205,722.8571,726.8865,760.32965,nan,nan,,,,,,,,,,
1743794631.2450175,,,,,,,-0.15698242,-0.07745361,0.92456055,,,,,,,
1743794631.2452223,,,,,,,,,,,,,nan,307315000.0,nan,
1743794631.2483444,709.5604,719.2308,726.08057,737.76556,nan,nan,,,,,,,,,,
1743794631.2522485,755.4945,721.6484,719.2308,714.3956,nan,nan,,,,,,,,,,
1743794631.2561524,767.1795,739.3773,732.52747,733.3333,nan,nan,,,,,,,,,,
1743794631.2572749,,,,,,,,,,,,,,,,33.247208
1743794631.2600563,756.30035,746.2271,748.6447,758.315,nan,nan,,,,,,,,,,
1743794631.2608364,,,,,,,,,,,,,nan,307423000.0,nan,
1743794631.2639604,790.9524,738.5714,745.42126,750.2564,nan,nan,,,,,,,,,,
1743794631.2646282,,,,,,,-0.16784668,-0.08319092,0.9100342,,,,,,,
1743794631.2658484,,,,,,,,,,1610915.8,1608498.1,,,,,
1743794631.2678642,780.87915,740.58606,744.21246,737.76556,nan,nan,,,,,,,,,,
1743794631.2717681,763.5531,756.30035,747.03296,757.50916,nan,nan,,,,,,,,,,
1743794631.2756722,767.5824,765.16486,750.65936,768.3883,nan,nan,,,,,,,,,,
1743794631.2764502,,,,,,,,,,,,,nan,307567260.0,nan,
1743794631.2795761,819.15753,770.0,748.24176,765.56775,nan,nan,,,,,,,,,,
1743794631.2834799,790.9524,763.95605,740.58606,758.315,nan,nan,,,,,,,,,,
1743794631.2842386,,,,,,,-0.1586914,-0.064697266,0.9142456,,,,,,,
1743794631.2873838,758.315,766.3736,751.8681,741.79486,nan,nan,,,,,,,,,,
1743794631.2912879,830.0366,801.8315,757.50916,737.76556,nan,nan,,,,,,,,,,
1743794631.2920642,,,,,,,,,,,,,nan,307784030.0,nan,
1743794631.2951918,811.0989,793.36993,752.27106,776.04395,nan,nan,,,,,,,,,,
1743794631.2990956,784.10254,765.56775,761.13556,801.8315,nan,nan,,,,,,,,,,
1743794631.3009696,,,,,,,,,,1611721.6,1608498.1,,,,,
1743794631.3029997,778.86444,758.71796,763.5531,757.9121,nan,nan,,,,,,,,,,
1743794631.3038492,,,,,,,-0.13879395,-0.045532227,0.9281006,,,,,,,
1743794631.3069036,760.7326,773.22345,763.5531,726.8865,nan,nan,,,,,,,,,,
1743794631.3076780,,,,,,,,,,,,,nan,308027400.0,nan,
1743794631.3108075,796.5934,788.1319,766.3736,713.9927,nan,nan,,,,,,,,,,
1743794631.3147116,803.8461,780.07324,767.98535,748.24176,nan,nan,,,,,,,,,,
1743794631.3186154,770.40295,788.93774,763.1502,780.87915,nan,nan,,,,,,,,,,
1743794631.3225193,737.3626,790.54944,761.53845,720.4396,nan,nan,,,,,,,,,,
1743794631.3232265,,,,,,,,,,,,,,,,33.22769
1743794631.3232918,,,,,,,,,,,,,nan,308286880.0,nan,
1743794631.3234599,,,,,,,-0.10498047,-0.041137695,0.91552734,,,,,,,
1743794631.3264234,759.92676,789.7436,760.7326,755.4945,nan,nan,,,,,,,,,,
