timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,ppg_1,ppg_2,ppg_3,thermistor
1743795056.0560596,19.34066,756.30035,766.77655,677.326,nan,nan,,,,,,,,,,
1743795056.0591428,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.0599647,1055.2748,789.7436,778.86444,1044.7986,nan,nan,,,,,,,,,,
1743795056.0601828,,,,,,,-0.40063477,-0.0030517578,0.94799805,,,,,,,
1743795056.0632799,,,,,,,,,,,,,,,,35.05269
1743795056.0638697,1550.0732,770.80585,774.43225,931.978,nan,nan,,,,,,,,,,
1743795056.0677748,526.2271,716.8132,747.8388,517.3626,nan,nan,,,,,,,,,,
1743795056.0713582,,,,,,,,,,,,,nan,296116770.0,nan,
1743795056.0716796,0.0,742.1978,742.6007,532.674,nan,nan,,,,,,,,,,
1743795056.0755847,677.72894,799.81683,767.98535,940.84247,nan,nan,,,,,,,,,,
1743795056.0794897,1593.5897,776.4469,772.8205,985.56775,nan,nan,,,,,,,,,,
1743795056.0797861,,,,,,,-0.42260742,-0.021972656,0.8626709,,,,,,,
1743795056.0833948,872.74725,711.5751,756.30035,569.7436,nan,nan,,,,,,,,,,
1743795056.0869794,,,,,,,,,,,,,nan,296150620.0,nan,
1743795056.0872996,0.0,717.2161,757.9121,496.41025,nan,nan,,,,,,,,,,
1743795056.0912046,397.69232,764.7619,768.3883,821.5751,nan,nan,,,,,,,,,,
1743795056.0942712,,,,,,,,,,1610915.8,1608498.1,,,,,
1743795056.0951097,1471.5018,784.10254,759.5238,978.315,nan,nan,,,,,,,,,,
1743795056.0990148,1069.7803,747.4359,749.0476,709.15753,nan,nan,,,,,,,,,,
1743795056.0993893,,,,,,,-0.38568115,-0.038208008,0.86376953,,,,,,,
1743795056.1026008,,,,,,,,,,,,,nan,296147400.0,nan,
1743795056.1029196,29.41392,720.0366,742.6007,477.47253,nan,nan,,,,,,,,,,
1743795056.1068246,70.51282,748.24176,746.63007,740.58606,nan,nan,,,,,,,,,,
1743795056.1107297,985.9707,769.59705,762.3443,991.2088,nan,nan,,,,,,,,,,
1743795056.1146348,923.5165,746.2271,756.30035,783.2967,nan,nan,,,,,,,,,,
1743795056.1182222,,,,,,,,,,,,,nan,296202200.0,nan,
1743795056.1185396,50.76923,729.304,745.0183,510.91574,nan,nan,,,,,,,,,,
1743795056.1189926,,,,,,,-0.34552002,-0.07775879,0.8617554,,,,,,,
1743795056.1224446,0.0,747.8388,759.12085,640.2564,nan,nan,,,,,,,,,,
1743795056.1263497,593.91943,779.67035,769.59705,995.2381,nan,nan,,,,,,,,,,
1743795056.1293230,,,,,,,,,,,,,,,,35.05269
1743795056.1293995,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.1302547,1042.7839,762.3443,760.32965,911.4286,nan,nan,,,,,,,,,,
1743795056.1338437,,,,,,,,,,,,,nan,296078080.0,nan,
1743795056.1341598,310.65933,728.0952,751.06226,563.2967,nan,nan,,,,,,,,,,
1743795056.1380646,0.0,722.4542,752.27106,593.1135,nan,nan,,,,,,,,,,
1743795056.1385958,,,,,,,-0.35394287,-0.11517334,0.88848877,,,,,,,
1743795056.1419697,362.63736,755.89746,767.5824,905.38464,nan,nan,,,,,,,,,,
1743795056.1458747,1095.5677,783.69965,779.2674,1028.6813,nan,nan,,,,,,,,,,
1743795056.1494648,,,,,,,,,,,,,nan,296057950.0,nan,
1743795056.1497798,530.2564,744.61536,763.95605,654.35895,nan,nan,,,,,,,,,,
1743795056.1536846,0.0,741.79486,761.9414,501.64835,nan,nan,,,,,,,,,,
1743795056.1575897,244.57875,781.685,772.01465,859.0476,nan,nan,,,,,,,,,,
1743795056.1581988,,,,,,,-0.34527588,-0.13616943,0.9109497,,,,,,,
1743795056.1614947,1118.1318,792.5641,770.40295,928.7546,nan,nan,,,,,,,,,,
1743795056.1645279,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.1650863,,,,,,,,,,,,,nan,295987840.0,nan,
1743795056.1653998,957.3626,784.10254,764.7619,777.25275,nan,nan,,,,,,,,,,
1743795056.1693046,1111.2821,802.23444,763.1502,880.80585,nan,nan,,,,,,,,,,
1743795056.1732097,10.07326,797.3993,764.35895,837.28937,nan,nan,,,,,,,,,,
1743795056.1771147,707.1429,753.0769,753.8828,492.78387,nan,nan,,,,,,,,,,
1743795056.1778021,,,,,,,-0.37664795,-0.099121094,0.94970703,,,,,,,
1743795056.1807077,,,,,,,,,,,,,nan,295896770.0,nan,
1743795056.1810198,342.89377,757.50916,762.3443,561.28204,nan,nan,,,,,,,,,,
1743795056.1849246,1272.4542,799.011,772.01465,934.7985,nan,nan,,,,,,,,,,
1743795056.1888297,98.71795,796.5934,765.16486,901.75824,nan,nan,,,,,,,,,,
1743795056.1927347,1266.0073,748.24176,759.12085,579.81683,nan,nan,,,,,,,,,,
1743795056.1953664,,,,,,,,,,,,,,,,35.05269
1743795056.1963291,,,,,,,,,,,,,nan,295846000.0,nan,
1743795056.1966398,772.8205,757.1062,753.8828,523.00366,nan,nan,,,,,,,,,,
1743795056.1974053,,,,,,,-0.4036255,-0.028442383,0.9786377,,,,,,,
1743795056.1996562,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.2005446,1309.5238,802.23444,767.98535,933.9927,nan,nan,,,,,,,,,,
1743795056.2044497,60.84249,790.14655,776.4469,1050.4396,nan,nan,,,,,,,,,,
1743795056.2083547,1492.8572,754.68866,761.13556,666.04395,nan,nan,,,,,,,,,,
1743795056.2119503,,,,,,,,,,,,,nan,295865340.0,nan,
1743795056.2122598,965.82416,746.63007,759.5238,581.8315,nan,nan,,,,,,,,,,
1743795056.2161646,1205.1648,790.14655,774.83514,919.0842,nan,nan,,,,,,,,,,
1743795056.2170086,,,,,,,-0.40515137,0.045959473,1.017456,,,,,,,
1743795056.2200696,21.758242,807.0696,771.6117,1114.1025,nan,nan,,,,,,,,,,
1743795056.2239747,1623.8096,772.01465,768.7912,884.43225,nan,nan,,,,,,,,,,
1743795056.2275717,,,,,,,,,,,,,nan,295809730.0,nan,
1743795056.2278798,958.1685,747.8388,771.6117,601.1722,nan,nan,,,,,,,,,,
1743795056.2317846,850.18317,763.5531,792.5641,837.28937,nan,nan,,,,,,,,,,
1743795056.2347844,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.2356896,1573.4432,776.4469,806.26373,1230.5494,nan,nan,,,,,,,,,,
1743795056.2366118,,,,,,,-0.39733887,0.06427002,1.0220337,,,,,,,
1743795056.2395947,35.457874,770.40295,790.54944,988.3883,nan,nan,,,,,,,,,,
1743795056.2431931,,,,,,,,,,,,,nan,295750900.0,nan,
1743795056.2434998,1026.2638,757.9121,779.67035,591.0989,nan,nan,,,,,,,,,,
1743795056.2474046,514.5421,752.27106,796.5934,741.79486,nan,nan,,,,,,,,,,
1743795056.2513096,1207.1794,782.8938,811.9048,1088.3151,nan,nan,,,,,,,,,,
1743795056.2552147,106.37363,794.9817,809.0842,1025.8608,nan,nan,,,,,,,,,,
1743795056.2562151,,,,,,,-0.39007568,0.045898438,1.0097046,,,,,,,
1743795056.2588146,,,,,,,,,,,,,nan,295754140.0,nan,
1743795056.2591197,1134.652,751.06226,797.3993,660.80585,nan,nan,,,,,,,,,,
1743795056.2614095,,,,,,,,,,,,,,,,35.072433
1743795056.2630248,215.16484,753.47986,792.5641,557.25275,nan,nan,,,,,,,,,,
1743795056.2669296,842.9304,801.8315,801.8315,869.12085,nan,nan,,,,,,,,,,
1743795056.2699127,,,,,,,,,,1610109.9,1608498.1,,,,,
1743795056.2708347,82.1978,790.54944,801.02563,990.40295,nan,nan,,,,,,,,,,
1743795056.2744358,,,,,,,,,,,,,nan,295806530.0,nan,
1743795056.2747397,1304.2858,751.06226,792.5641,730.9158,nan,nan,,,,,,,,,,
1743795056.2758181,,,,,,,-0.3633423,0.0119018555,0.9460449,,,,,,,
1743795056.2786448,269.96338,740.18317,786.9231,528.6447,nan,nan,,,,,,,,,,
1743795056.2825496,411.79486,776.04395,794.57874,686.5934,nan,nan,,,,,,,,,,
1743795056.2864547,1483.1868,803.8461,800.6227,943.663,nan,nan,,,,,,,,,,
1743795056.2900572,,,,,,,,,,,,,nan,295695300.0,nan,
1743795056.2903597,1438.4615,773.6264,792.5641,724.0659,nan,nan,,,,,,,,,,
1743795056.2942648,346.92307,728.0952,779.67035,469.4139,nan,nan,,,,,,,,,,
1743795056.2954214,,,,,,,-0.34039307,-0.025939941,0.8778076,,,,,,,
1743795056.2981696,12.893773,763.95605,780.07324,670.4762,nan,nan,,,,,,,,,,
1743795056.3020747,1014.57874,806.6667,788.1319,957.3626,nan,nan,,,,,,,,,,
1743795056.3050411,,,,,,,,,,1610915.8,1608498.1,,,,,
1743795056.3056786,,,,,,,,,,,,,nan,295788800.0,nan,
1743795056.3059797,1347.3993,783.2967,784.5055,792.5641,nan,nan,,,,,,,,,,
1743795056.3098848,383.1868,751.8681,776.8498,504.46887,nan,nan,,,,,,,,,,
1743795056.3137896,0.0,756.30035,764.7619,559.2674,nan,nan,,,,,,,,,,
1743795056.3150246,,,,,,,-0.31781006,-0.069885254,0.8791504,,,,,,,
1743795056.3176947,511.3187,805.8608,764.7619,849.7802,nan,nan,,,,,,,,,,
1743795056.3213000,,,,,,,,,,,,,nan,295786370.0,nan,
1743795056.3215997,1379.6337,791.3553,759.92676,885.2381,nan,nan,,,,,,,,,,
1743795056.3255048,726.8865,742.1978,746.2271,596.7399,nan,nan,,,,,,,,,,
1743795056.3274527,,,,,,,,,,,,,,,,35.05269
1743795056.3294096,0.0,747.03296,752.27106,532.674,nan,nan,,,,,,,,,,
1743795056.3333147,369.8901,792.96704,766.77655,793.7729,nan,nan,,,,,,,,,,
1743795056.3346279,,,,,,,-0.3451538,-0.07977295,0.9135132,,,,,,,
1743795056.3369212,,,,,,,,,,,,,nan,295850850.0,nan,
1743795056.3372197,1484.7986,815.12823,769.59705,999.67035,nan,nan,,,,,,,,,,
1743795056.3401694,,,,,,,,,,1610109.9,1608498.1,,,,,
1743795056.3411248,1286.5568,770.80585,759.12085,767.1795,nan,nan,,,,,,,,,,
1743795056.3450296,152.71062,766.3736,749.45056,496.8132,nan,nan,,,,,,,,,,
1743795056.3489347,361.42856,794.9817,759.12085,767.1795,nan,nan,,,,,,,,,,
1743795056.3525426,,,,,,,,,,,,,nan,295965280.0,nan,
1743795056.3528397,1446.5201,801.4286,766.3736,1050.0366,nan,nan,,,,,,,,,,
1743795056.3542311,,,,,,,-0.3741455,-0.05255127,0.9581909,,,,,,,
1743795056.3567448,1595.6044,793.36993,759.5238,804.65204,nan,nan,,,,,,,,,,
1743795056.3606496,622.1245,766.77655,748.6447,515.7509,nan,nan,,,,,,,,,,
1743795056.3645546,259.08426,775.2381,751.8681,700.696,nan,nan,,,,,,,,,,
1743795056.3681641,,,,,,,,,,,,,nan,295941920.0,nan,
1743795056.3684597,1227.7289,802.6374,761.53845,1002.49084,nan,nan,,,,,,,,,,
1743795056.3723648,64.06593,803.8461,766.77655,917.0696,nan,nan,,,,,,,,,,
1743795056.3738344,,,,,,,-0.35913086,0.008911133,1.0054932,,,,,,,
1743795056.3752978,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.3762696,836.4835,766.77655,767.1795,646.7033,nan,nan,,,,,,,,,,
1743795056.3801746,37.472527,771.6117,770.40295,716.0073,nan,nan,,,,,,,,,,
1743795056.3837855,,,,,,,,,,,,,nan,295920160.0,nan,
1743795056.3840797,866.7033,817.1429,779.67035,1014.9817,nan,nan,,,,,,,,,,
1743795056.3879848,79.37729,813.91943,770.40295,968.6447,nan,nan,,,,,,,,,,
1743795056.3918898,1116.9231,772.01465,767.98535,681.3553,nan,nan,,,,,,,,,,
1743795056.3934376,,,,,,,-0.39031982,0.023132324,1.0111084,,,,,,,
1743795056.3934958,,,,,,,,,,,,,,,,35.072433
1743795056.3957946,36.666668,751.06226,785.31134,584.65204,nan,nan,,,,,,,,,,
1743795056.3994067,,,,,,,,,,,,,nan,295860500.0,nan,
1743795056.3996997,452.08792,795.78754,787.326,856.2271,nan,nan,,,,,,,,,,
1743795056.4036047,1582.3077,811.0989,786.52014,1046.0073,nan,nan,,,,,,,,,,
1743795056.4075098,1420.3297,764.35895,789.7436,773.6264,nan,nan,,,,,,,,,,
1743795056.4104259,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.4114146,288.09525,739.3773,783.2967,562.0879,nan,nan,,,,,,,,,,
1743795056.4130406,,,,,,,-0.3972168,0.021118164,0.9970703,,,,,,,
1743795056.4150281,,,,,,,,,,,,,nan,295949950.0,nan,
1743795056.4153197,257.0696,764.35895,780.87915,736.1539,nan,nan,,,,,,,,,,
1743795056.4192247,1336.1172,784.10254,785.31134,977.1062,nan,nan,,,,,,,,,,
1743795056.4231298,16.520147,767.5824,776.04395,864.68866,nan,nan,,,,,,,,,,
1743795056.4270346,759.12085,755.4945,777.6557,566.1172,nan,nan,,,,,,,,,,
1743795056.4306495,,,,,,,,,,,,,nan,296020060.0,nan,
1743795056.4309397,244.17583,765.56775,787.72894,670.4762,nan,nan,,,,,,,,,,
1743795056.4326439,,,,,,,-0.40740967,0.014404297,0.9470215,,,,,,,
1743795056.4348447,1157.619,785.31134,799.011,1040.7693,nan,nan,,,,,,,,,,
1743795056.4387498,97.91209,776.4469,800.2198,1000.87915,nan,nan,,,,,,,,,,
1743795056.4426546,1010.14655,753.8828,790.9524,584.65204,nan,nan,,,,,,,,,,
1743795056.4455543,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.4462709,,,,,,,,,,,,,nan,295945920.0,nan,
1743795056.4465597,71.31868,754.68866,787.326,546.3736,nan,nan,,,,,,,,,,
1743795056.4504647,776.04395,796.1905,794.17584,857.03296,nan,nan,,,,,,,,,,
1743795056.4522471,,,,,,,-0.39849854,0.0056152344,0.90045166,,,,,,,
1743795056.4543698,105.567764,808.2784,799.41394,945.6777,nan,nan,,,,,,,,,,
1743795056.4582746,1189.0476,753.0769,783.2967,680.54944,nan,nan,,,,,,,,,,
1743795056.4595389,,,,,,,,,,,,,,,,35.072433
1743795056.4618921,,,,,,,,,,,,,nan,296056350.0,nan,
1743795056.4621797,61.245422,736.1539,778.0586,582.23444,nan,nan,,,,,,,,,,
1743795056.4660847,320.32968,784.10254,790.14655,878.7912,nan,nan,,,,,,,,,,
1743795056.4699898,1473.1135,807.47253,788.93774,1051.6483,nan,nan,,,,,,,,,,
1743795056.4718504,,,,,,,-0.3994751,0.0015258789,0.87109375,,,,,,,
1743795056.4738946,1367.9487,794.17584,781.28204,805.8608,nan,nan,,,,,,,,,,
1743795056.4775136,,,,,,,,,,,,,nan,296148200.0,nan,
1743795056.4777997,259.48718,762.74725,776.4469,522.6007,nan,nan,,,,,,,,,,
1743795056.4806826,,,,,,,,,,1610915.8,1608498.1,,,,,
1743795056.4817047,0.0,778.0586,774.0293,713.9927,nan,nan,,,,,,,,,,
1743795056.4856098,986.77655,819.5604,781.685,1019.81683,nan,nan,,,,,,,,,,
1743795056.4895146,1290.586,803.0403,783.69965,866.30035,nan,nan,,,,,,,,,,
1743795056.4914536,,,,,,,-0.40441895,0.0071411133,0.869812,,,,,,,
1743795056.4931350,,,,,,,,,,,,,nan,296244900.0,nan,
1743795056.4934196,309.0476,768.3883,771.6117,532.27106,nan,nan,,,,,,,,,,
1743795056.4973247,0.0,780.87915,773.6264,650.32965,nan,nan,,,,,,,,,,
1743795056.5012298,479.8901,819.15753,780.07324,967.4359,nan,nan,,,,,,,,,,
1743795056.5051346,1242.2344,821.1722,775.2381,957.3626,nan,nan,,,,,,,,,,
1743795056.5087564,,,,,,,,,,,,,nan,296264260.0,nan,
1743795056.5090396,564.90845,761.13556,769.19415,666.04395,nan,nan,,,,,,,,,,
1743795056.5110569,,,,,,,-0.4041748,-0.020935059,0.88934326,,,,,,,
1743795056.5129447,0.0,758.71796,766.3736,594.7253,nan,nan,,,,,,,,,,
1743795056.5158110,,,,,,,,,,1610915.8,1608498.1,,,,,
1743795056.5168498,320.7326,799.81683,783.2967,818.3516,nan,nan,,,,,,,,,,
1743795056.5207548,1378.8279,824.3956,787.72894,933.5897,nan,nan,,,,,,,,,,
1743795056.5243776,,,,,,,,,,,,,nan,296240860.0,nan,
1743795056.5246596,1141.0989,795.38464,775.64105,740.989,nan,nan,,,,,,,,,,
1743795056.5255821,,,,,,,,,,,,,,,,35.032948
1743795056.5285647,1.6117216,764.35895,773.6264,552.4176,nan,nan,,,,,,,,,,
1743795056.5306599,,,,,,,-0.42712402,-0.044189453,0.91955566,,,,,,,
1743795056.5324697,389.6337,804.2491,780.87915,782.0879,nan,nan,,,,,,,,,,
1743795056.5363748,1516.63,819.5604,782.0879,1018.20514,nan,nan,,,,,,,,,,
1743795056.5399990,,,,,,,,,,,,,nan,296301300.0,nan,
1743795056.5402796,1568.2051,788.93774,780.87915,794.17584,nan,nan,,,,,,,,,,
1743795056.5441847,559.67035,776.4469,774.0293,515.34796,nan,nan,,,,,,,,,,
1743795056.5480897,366.26373,792.96704,774.83514,692.6374,nan,nan,,,,,,,,,,
1743795056.5502632,,,,,,,-0.4130249,-0.035583496,0.93200684,,,,,,,
1743795056.5509391,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.5519948,1336.9231,792.96704,781.685,997.25275,nan,nan,,,,,,,,,,
1743795056.5556204,,,,,,,,,,,,,nan,296360960.0,nan,
1743795056.5558996,71.72161,789.34064,776.4469,883.22345,nan,nan,,,,,,,,,,
1743795056.5598047,887.25275,757.9121,765.9707,512.52747,nan,nan,,,,,,,,,,
1743795056.5637097,121.68498,761.53845,765.16486,595.9341,nan,nan,,,,,,,,,,
1743795056.5676148,964.21246,807.8755,776.8498,982.3443,nan,nan,,,,,,,,,,
1743795056.5698664,,,,,,,-0.42108154,-0.016296387,0.9197998,,,,,,,
1743795056.5712419,,,,,,,,,,,,,nan,296333570.0,nan,
1743795056.5715196,112.82051,799.41394,780.4762,950.5128,nan,nan,,,,,,,,,,
1743795056.5754247,1089.5238,760.32965,769.19415,641.8681,nan,nan,,,,,,,,,,
1743795056.5793297,0.0,745.42126,763.95605,572.96704,nan,nan,,,,,,,,,,
1743795056.5832348,384.79852,797.3993,770.0,851.39197,nan,nan,,,,,,,,,,
1743795056.5860674,,,,,,,,,,1610915.8,1608498.1,,,,,
1743795056.5868630,,,,,,,,,,,,,nan,296400450.0,nan,
1743795056.5871396,1581.5018,802.6374,772.4176,1014.57874,nan,nan,,,,,,,,,,
1743795056.5894697,,,,,,,-0.4309082,-0.01763916,0.89849854,,,,,,,
1743795056.5910447,1276.8865,757.9121,780.87915,732.1245,nan,nan,,,,,,,,,,
1743795056.5916255,,,,,,,,,,,,,,,,35.05269
1743795056.5949497,91.86813,753.47986,773.6264,535.89746,nan,nan,,,,,,,,,,
1743795056.5988548,220.0,786.52014,766.3736,692.6374,nan,nan,,,,,,,,,,
1743795056.6024845,,,,,,,,,,,,,nan,296440740.0,nan,
1743795056.6027596,1369.9634,805.05493,783.69965,980.32965,nan,nan,,,,,,,,,,
1743795056.6066647,1514.2124,765.16486,788.93774,876.3736,nan,nan,,,,,,,,,,
1743795056.6090729,,,,,,,-0.4244995,-0.0063476562,0.9199829,,,,,,,
1743795056.6105697,382.38095,740.58606,780.07324,504.06595,nan,nan,,,,,,,,,,
1743795056.6144748,145.86081,781.28204,771.6117,644.2857,nan,nan,,,,,,,,,,
1743795056.6181059,,,,,,,,,,,,,nan,296401250.0,nan,
1743795056.6183796,1213.2234,819.5604,787.326,1064.5421,nan,nan,,,,,,,,,,
1743795056.6211958,,,,,,,,,,1610109.9,1609304.0,,,,,
1743795056.6222847,57.216118,798.20514,792.5641,944.4689,nan,nan,,,,,,,,,,
1743795056.6261897,830.84247,757.9121,782.49084,542.3443,nan,nan,,,,,,,,,,
1743795056.6286762,,,,,,,-0.40386963,0.0034179688,0.9092407,,,,,,,
1743795056.6300948,0.0,763.5531,790.54944,652.74725,nan,nan,,,,,,,,,,
1743795056.6337273,,,,,,,,,,,,,nan,296471360.0,nan,
1743795056.6339996,771.2088,808.68134,809.0842,981.53845,nan,nan,,,,,,,,,,
1743795056.6379046,48.754578,822.381,811.50183,990.80585,nan,nan,,,,,,,,,,
1743795056.6418097,1003.69965,781.28204,799.41394,720.84247,nan,nan,,,,,,,,,,
1743795056.6457148,0.0,756.7033,795.78754,542.74725,nan,nan,,,,,,,,,,
1743795056.6482792,,,,,,,-0.46014404,-0.022827148,0.86724854,,,,,,,
1743795056.6493485,,,,,,,,,,,,,nan,296513250.0,nan,
1743795056.6496198,297.76556,800.6227,796.1905,849.7802,nan,nan,,,,,,,,,,
1743795056.6535246,1398.1685,823.1868,797.8022,1078.2417,nan,nan,,,,,,,,,,
1743795056.6563241,,,,,,,,,,1610109.9,1608498.1,,,,,
1743795056.6574297,1131.8315,781.28204,793.7729,786.9231,nan,nan,,,,,,,,,,
1743795056.6576686,,,,,,,,,,,,,,,,35.072433
1743795056.6613348,52.783882,749.0476,788.93774,585.8608,nan,nan,,,,,,,,,,
1743795056.6649699,,,,,,,,,,,,,nan,296483460.0,nan,
1743795056.6652398,73.333336,778.0586,796.5934,766.3736,nan,nan,,,,,,,,,,
1743795056.6678824,,,,,,,-0.42663574,-0.03692627,0.8857422,,,,,,,
1743795056.6691446,1117.326,813.91943,801.8315,967.8388,nan,nan,,,,,,,,,,
1743795056.6730497,1486.4103,794.9817,798.60803,871.13556,nan,nan,,,,,,,,,,
1743795056.6769547,415.0183,755.89746,786.52014,579.011,nan,nan,,,,,,,,,,
1743795056.6805913,,,,,,,,,,,,,nan,296670400.0,nan,
1743795056.6808598,0.0,770.0,777.25275,627.76556,nan,nan,,,,,,,,,,
1743795056.6847646,935.6044,814.3223,786.1172,922.71063,nan,nan,,,,,,,,,,
1743795056.6874857,,,,,,,-0.43432617,-0.048339844,0.90582275,,,,,,,
1743795056.6886697,46.336998,807.8755,787.326,923.91943,nan,nan,,,,,,,,,,
1743795056.6914525,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.6925747,864.2857,755.4945,772.8205,690.6227,nan,nan,,,,,,,,,,
1743795056.6962125,,,,,,,,,,,,,nan,296659140.0,nan,
1743795056.6964798,0.0,755.4945,780.87915,637.8388,nan,nan,,,,,,,,,,
1743795056.7003846,708.3516,804.2491,785.7143,896.1172,nan,nan,,,,,,,,,,
1743795056.7042897,53.992676,799.41394,781.28204,976.30035,nan,nan,,,,,,,,,,
1743795056.7070889,,,,,,,-0.4437256,-0.034973145,0.9234009,,,,,,,
1743795056.7081947,1252.3077,763.95605,776.8498,670.4762,nan,nan,,,,,,,,,,
1743795056.7118340,,,,,,,,,,,,,nan,296674430.0,nan,
1743795056.7120998,146.66667,747.03296,767.98535,534.68866,nan,nan,,,,,,,,,,
1743795056.7160046,423.88278,788.5348,774.43225,849.3773,nan,nan,,,,,,,,,,
1743795056.7199097,1529.9268,817.9487,786.1172,1064.9451,nan,nan,,,,,,,,,,
1743795056.7237117,,,,,,,,,,,,,,,,35.072433
1743795056.7238147,1417.5092,792.5641,782.8938,787.326,nan,nan,,,,,,,,,,
1743795056.7265806,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.7266922,,,,,,,-0.44677734,-0.021728516,0.9143677,,,,,,,
1743795056.7274554,,,,,,,,,,,,,nan,296768700.0,nan,
1743795056.7277198,303.4066,766.3736,775.2381,529.85345,nan,nan,,,,,,,,,,
1743795056.7316246,60.84249,788.93774,782.8938,707.9487,nan,nan,,,,,,,,,,
1743795056.7355297,1158.8279,823.5897,792.5641,1031.5018,nan,nan,,,,,,,,,,
1743795056.7394347,1548.8645,801.4286,785.7143,979.5238,nan,nan,,,,,,,,,,
1743795056.7430768,,,,,,,,,,,,,nan,296697800.0,nan,
1743795056.7433398,519.3773,756.7033,779.2674,612.0513,nan,nan,,,,,,,,,,
1743795056.7462955,,,,,,,-0.4364624,-0.024291992,0.8619995,,,,,,,
1743795056.7472446,0.0,768.3883,786.9231,614.87177,nan,nan,,,,,,,,,,
1743795056.7511497,616.4835,809.4872,796.5934,952.9304,nan,nan,,,,,,,,,,
1743795056.7550547,1315.5677,814.3223,791.75824,981.53845,nan,nan,,,,,,,,,,
1743795056.7586980,,,,,,,,,,,,,nan,296823520.0,nan,
1743795056.7589598,530.2564,770.40295,776.4469,649.5238,nan,nan,,,,,,,,,,
1743795056.7617090,,,,,,,,,,1610915.8,1609304.0,,,,,
1743795056.7628648,0.0,750.65936,763.1502,495.20148,nan,nan,,,,,,,,,,
1743795056.7658985,,,,,,,-0.4399414,-0.036254883,0.8640137,,,,,,,
1743795056.7667696,244.17583,792.96704,776.4469,859.85345,nan,nan,,,,,,,,,,
1743795056.7706747,1056.0806,815.12823,794.57874,1068.9744,nan,nan,,,,,,,,,,
1743795056.7743194,,,,,,,,,,,,,nan,296809820.0,nan,
1743795056.7745798,704.7253,763.95605,794.9817,693.8461,nan,nan,,,,,,,,,,
1743795056.7784848,0.0,766.77655,778.86444,484.32236,nan,nan,,,,,,,,,,
1743795056.7823896,141.42857,813.91943,770.40295,778.46155,nan,nan,,,,,,,,,,
1743795056.7855017,,,,,,,-0.4552002,-0.048217773,0.89886475,,,,,,,
1743795056.7862947,1218.0586,828.4249,788.93774,1007.72894,nan,nan,,,,,,,,,,
1743795056.7897549,,,,,,,,,,,,,,,,35.092182
1743795056.7899408,,,,,,,,,,,,,nan,296837220.0,nan,
1743795056.7901998,1283.7362,789.7436,791.75824,867.1062,nan,nan,,,,,,,,,,
1743795056.7941048,180.51282,743.00366,777.25275,574.57874,nan,nan,,,,,,,,,,
1743795056.7968373,,,,,,,,,,1610109.9,1609304.0,,,,,
1743795056.7980096,0.0,780.07324,776.8498,695.05493,nan,nan,,,,,,,,,,
1743795056.8019147,1006.1172,823.1868,796.1905,1061.3187,nan,nan,,,,,,,,,,
1743795056.8051050,,,,,,,-0.4368286,-0.07086182,0.90527344,,,,,,,
1743795056.8055623,,,,,,,,,,,,,nan,296848500.0,nan,
1743795056.8058197,1572.6373,808.68134,807.0696,1000.07324,nan,nan,,,,,,,,,,
1743795056.8097248,552.4176,758.71796,795.78754,633.00366,nan,nan,,,,,,,,,,
1743795056.8136296,0.0,781.685,776.8498,612.4542,nan,nan,,,,,,,,,,
1743795056.8175347,752.27106,831.2454,789.34064,1038.3517,nan,nan,,,,,,,,,,
1743795056.8211834,,,,,,,,,,,,,nan,297934800.0,nan,
1743795056.8214397,43.113552,811.50183,799.011,1014.57874,nan,nan,,,,,,,,,,
1743795056.8247082,,,,,,,-0.43463135,-0.08868408,0.92767334,,,,,,,
1743795056.8253448,995.2381,776.4469,793.7729,603.5897,nan,nan,,,,,,,,,,
1743795056.8292496,0.0,776.4469,791.3553,578.60803,nan,nan,,,,,,,,,,
1743795056.8319657,,,,,,,,,,1610915.8,1608498.1,,,,,
1743795056.8331547,533.0769,792.96704,790.54944,896.52014,nan,nan,,,,,,,,,,
1743795056.8368049,,,,,,,,,,,,,nan,298531140.0,nan,
1743795056.8370597,1628.2417,802.23444,800.6227,1019.81683,nan,nan,,,,,,,,,,
1743795056.8409648,1461.4286,786.52014,789.34064,769.19415,nan,nan,,,,,,,,,,
1743795056.8443115,,,,,,,-0.47192383,-0.115722656,0.9411621,,,,,,,
1743795056.8448696,361.8315,760.32965,779.67035,556.04395,nan,nan,,,,,,,,,,
1743795056.8487747,373.11356,793.7729,781.685,720.0366,nan,nan,,,,,,,,,,
1743795056.8524263,,,,,,,,,,,,,nan,298539200.0,nan,
1743795056.8526797,1457.3993,830.4396,785.7143,991.6117,nan,nan,,,,,,,,,,
1743795056.8557980,,,,,,,,,,,,,,,,35.072433
