timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,thermistor,ppg_1,ppg_2,ppg_3
1743805618.8970795,793.7729,796.5934,791.75824,757.1062,nan,nan,,,,,,,,,,
1743805618.8997984,,,,,,,,,,,,,30.026802,,,
1743805618.9009848,828.022,836.8865,809.4872,796.99634,nan,nan,,,,,,,,,,
1743805618.9045548,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805618.9048901,830.0366,813.91943,805.4579,814.7253,nan,nan,,,,,,,,,,
1743805618.9087951,792.1612,776.4469,786.9231,788.1319,nan,nan,,,,,,,,,,
1743805618.9099717,,,,,,,-0.24584961,0.13439941,0.9735718,,,,,,,
1743805618.9123142,,,,,,,,,,,,,,nan,289415230.0,nan
1743805618.9127004,766.3736,794.9817,787.72894,764.7619,nan,nan,,,,,,,,,,
1743805618.9166057,803.0403,827.619,812.71063,797.8022,nan,nan,,,,,,,,,,
1743805618.9205108,819.15753,806.6667,816.337,828.8278,nan,nan,,,,,,,,,,
1743805618.9244161,789.34064,775.2381,797.3993,803.8461,nan,nan,,,,,,,,,,
1743805618.9279337,,,,,,,,,,,,,,nan,289474080.0,nan
1743805618.9283214,765.56775,793.7729,798.60803,756.7033,nan,nan,,,,,,,,,,
1743805618.9295797,,,,,,,-0.24633789,0.1352539,0.970459,,,,,,,
1743805618.9322264,787.72894,833.2601,814.3223,754.2857,nan,nan,,,,,,,,,,
1743805618.9361317,828.022,820.3663,804.65204,801.02563,nan,nan,,,,,,,,,,
1743805618.9396837,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805618.9400370,791.75824,772.01465,783.69965,805.05493,nan,nan,,,,,,,,,,
1743805618.9435534,,,,,,,,,,,,,,nan,289481300.0,nan
1743805618.9439423,755.4945,778.46155,784.10254,759.92676,nan,nan,,,,,,,,,,
1743805618.9478474,786.9231,823.5897,801.4286,772.8205,nan,nan,,,,,,,,,,
1743805618.9491880,,,,,,,-0.24926758,0.13244629,0.9657593,,,,,,,
1743805618.9517527,831.6484,837.28937,809.4872,829.6337,nan,nan,,,,,,,,,,
1743805618.9556580,827.619,797.3993,788.93774,810.696,nan,nan,,,,,,,,,,
1743805618.9591730,,,,,,,,,,,,,,nan,289452320.0,nan
1743805618.9595630,790.9524,786.1172,772.01465,766.77655,nan,nan,,,,,,,,,,
1743805618.9634683,801.4286,820.7692,790.14655,779.67035,nan,nan,,,,,,,,,,
1743805618.9661424,,,,,,,,,,,,,30.026802,,,
1743805618.9673736,830.4396,834.0659,811.0989,808.68134,nan,nan,,,,,,,,,,
1743805618.9687963,,,,,,,-0.24987793,0.1329956,0.96673584,,,,,,,
1743805618.9712787,824.7985,809.0842,797.8022,817.9487,nan,nan,,,,,,,,,,
1743805618.9747925,,,,,,,,,,,,,,nan,289437800.0,nan
1743805618.9748123,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805618.9751840,785.7143,783.2967,779.2674,804.65204,nan,nan,,,,,,,,,,
1743805618.9790893,765.16486,791.3553,790.9524,770.0,nan,nan,,,,,,,,,,
1743805618.9829943,808.2784,815.9341,811.50183,778.86444,nan,nan,,,,,,,,,,
1743805618.9868996,837.28937,809.0842,810.696,823.1868,nan,nan,,,,,,,,,,
1743805618.9884043,,,,,,,-0.24865723,0.13153076,0.9713745,,,,,,,
1743805618.9904122,,,,,,,,,,,,,,nan,289445860.0,nan
1743805618.9908049,790.9524,769.59705,790.9524,809.4872,nan,nan,,,,,,,,,,
1743805618.9947100,748.6447,774.43225,786.1172,772.4176,nan,nan,,,,,,,,,,
1743805618.9986153,774.0293,812.3077,803.8461,761.53845,nan,nan,,,,,,,,,,
1743805619.0025206,809.0842,811.50183,813.1135,799.81683,nan,nan,,,,,,,,,,
1743805619.0060318,,,,,,,,,,,,,,nan,289429730.0,nan
1743805619.0064256,791.75824,765.16486,791.75824,803.44324,nan,nan,,,,,,,,,,
1743805619.0080125,,,,,,,-0.24969482,0.13140869,0.9655762,,,,,,,
1743805619.0099411,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.0103309,765.56775,767.1795,780.87915,770.0,nan,nan,,,,,,,,,,
1743805619.0142362,792.96704,814.7253,808.68134,786.1172,nan,nan,,,,,,,,,,
1743805619.0181415,831.2454,834.0659,822.381,836.8865,nan,nan,,,,,,,,,,
1743805619.0216515,,,,,,,,,,,,,,nan,289457150.0,nan
1743805619.0220466,829.6337,807.0696,808.2784,839.304,nan,nan,,,,,,,,,,
1743805619.0259519,799.41394,781.685,793.7729,809.89014,nan,nan,,,,,,,,,,
1743805619.0276206,,,,,,,-0.24865723,0.13110352,0.96936035,,,,,,,
1743805619.0298572,795.38464,795.38464,796.1905,808.2784,nan,nan,,,,,,,,,,
1743805619.0324864,,,,,,,,,,,,,30.007479,,,
1743805619.0337622,835.2747,827.619,812.3077,818.7546,nan,nan,,,,,,,,,,
1743805619.0372710,,,,,,,,,,,,,,nan,289354780.0,nan
1743805619.0376675,842.1245,815.12823,806.26373,828.8278,nan,nan,,,,,,,,,,
1743805619.0415728,798.60803,784.5055,782.0879,794.17584,nan,nan,,,,,,,,,,
1743805619.0450697,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.0454779,767.98535,797.3993,789.34064,758.71796,nan,nan,,,,,,,,,,
1743805619.0472288,,,,,,,-0.2467041,0.12371826,0.96868896,,,,,,,
1743805619.0493832,798.20514,817.1429,811.50183,785.7143,nan,nan,,,,,,,,,,
1743805619.0528905,,,,,,,,,,,,,,nan,289445860.0,nan
1743805619.0532885,820.3663,813.1135,812.3077,801.4286,nan,nan,,,,,,,,,,
1743805619.0571935,790.14655,777.25275,793.36993,784.90845,nan,nan,,,,,,,,,,
1743805619.0610988,767.98535,771.2088,785.7143,764.35895,nan,nan,,,,,,,,,,
1743805619.0650041,777.25275,811.9048,807.0696,754.68866,nan,nan,,,,,,,,,,
1743805619.0668368,,,,,,,-0.25177002,0.12646484,0.9628296,,,,,,,
1743805619.0685103,,,,,,,,,,,,,,nan,289466800.0,nan
1743805619.0689092,824.7985,833.663,817.1429,795.78754,nan,nan,,,,,,,,,,
1743805619.0728145,834.4689,796.99634,795.78754,815.5311,nan,nan,,,,,,,,,,
1743805619.0767198,787.72894,772.01465,782.49084,777.25275,nan,nan,,,,,,,,,,
1743805619.0801983,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.0806248,785.31134,802.23444,798.20514,775.2381,nan,nan,,,,,,,,,,
1743805619.0841298,,,,,,,,,,,,,,nan,289446660.0,nan
1743805619.0845301,825.2015,805.05493,807.47253,813.1135,nan,nan,,,,,,,,,,
1743805619.0864451,,,,,,,-0.2501831,0.13555908,0.9661865,,,,,,,
1743805619.0884354,818.3516,780.87915,796.1905,830.4396,nan,nan,,,,,,,,,,
1743805619.0923407,778.86444,766.3736,785.7143,794.17584,nan,nan,,,,,,,,,,
1743805619.0962458,784.5055,783.69965,791.75824,768.7912,nan,nan,,,,,,,,,,
1743805619.0988307,,,,,,,,,,,,,30.026802,,,
1743805619.0997493,,,,,,,,,,,,,,nan,289486940.0,nan
1743805619.1001511,813.1135,818.7546,807.47253,804.2491,nan,nan,,,,,,,,,,
1743805619.1040564,834.87177,813.91943,807.0696,839.707,nan,nan,,,,,,,,,,
1743805619.1060531,,,,,,,-0.24804688,0.13287354,0.96954346,,,,,,,
1743805619.1079614,801.8315,774.83514,788.1319,826.0073,nan,nan,,,,,,,,,,
1743805619.1118667,779.2674,796.5934,789.34064,780.87915,nan,nan,,,,,,,,,,
1743805619.1153271,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.1153691,,,,,,,,,,,,,,nan,289420860.0,nan
1743805619.1157720,808.2784,844.1392,819.15753,788.93774,nan,nan,,,,,,,,,,
1743805619.1196771,818.7546,813.1135,819.15753,801.02563,nan,nan,,,,,,,,,,
1743805619.1235824,786.1172,758.315,794.57874,802.23444,nan,nan,,,,,,,,,,
1743805619.1256614,,,,,,,-0.24621582,0.13269043,0.9684448,,,,,,,
1743805619.1274877,752.27106,757.50916,784.10254,778.0586,nan,nan,,,,,,,,,,
1743805619.1309886,,,,,,,,,,,,,,nan,289501470.0,nan
1743805619.1313927,772.8205,803.8461,801.02563,758.71796,nan,nan,,,,,,,,,,
1743805619.1352980,814.3223,831.2454,813.91943,783.69965,nan,nan,,,,,,,,,,
1743805619.1392033,801.02563,788.1319,794.57874,795.78754,nan,nan,,,,,,,,,,
1743805619.1431084,766.77655,754.68866,778.86444,763.95605,nan,nan,,,,,,,,,,
1743805619.1452696,,,,,,,-0.24761963,0.1281128,0.9692383,,,,,,,
1743805619.1466081,,,,,,,,,,,,,,nan,289464400.0,nan
1743805619.1470137,789.34064,798.60803,801.02563,763.5531,nan,nan,,,,,,,,,,
1743805619.1504557,,,,,,,,,,1611721.6,1609304.0,,,,,
1743805619.1509190,826.0073,829.2308,820.3663,811.50183,nan,nan,,,,,,,,,,
1743805619.1548240,817.5458,794.17584,801.02563,823.9927,nan,nan,,,,,,,,,,
1743805619.1587293,794.17584,767.5824,779.2674,767.5824,nan,nan,,,,,,,,,,
1743805619.1622279,,,,,,,,,,,,,,nan,289490980.0,nan
1743805619.1626346,784.5055,796.1905,787.72894,749.0476,nan,nan,,,,,,,,,,
1743805619.1648777,,,,,,,-0.24737549,0.12628174,0.9696655,,,,,,,
1743805619.1651747,,,,,,,,,,,,,30.026802,,,
1743805619.1665397,793.36993,828.022,805.05493,788.1319,nan,nan,,,,,,,,,,
1743805619.1704450,806.26373,815.5311,802.6374,814.7253,nan,nan,,,,,,,,,,
1743805619.1743503,798.60803,766.77655,785.7143,809.4872,nan,nan,,,,,,,,,,
1743805619.1778474,,,,,,,,,,,,,,nan,289495840.0,nan
1743805619.1782556,773.22345,769.59705,784.90845,778.46155,nan,nan,,,,,,,,,,
1743805619.1821606,788.5348,818.3516,810.696,791.3553,nan,nan,,,,,,,,,,
1743805619.1844859,,,,,,,-0.24908447,0.13244629,0.9720459,,,,,,,
1743805619.1855845,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.1860659,828.8278,818.7546,821.1722,816.337,nan,nan,,,,,,,,,,
1743805619.1899712,816.337,786.52014,799.011,793.7729,nan,nan,,,,,,,,,,
1743805619.1934669,,,,,,,,,,,,,,nan,289557060.0,nan
1743805619.1938763,774.0293,784.5055,790.14655,763.95605,nan,nan,,,,,,,,,,
1743805619.1977816,792.1612,815.5311,809.4872,778.0586,nan,nan,,,,,,,,,,
1743805619.2016869,817.1429,818.7546,822.381,807.47253,nan,nan,,,,,,,,,,
1743805619.2040939,,,,,,,-0.25335693,0.12805176,0.97314453,,,,,,,
1743805619.2055919,796.1905,782.49084,802.23444,799.011,nan,nan,,,,,,,,,,
1743805619.2090867,,,,,,,,,,,,,,nan,289486140.0,nan
1743805619.2094972,769.59705,778.46155,784.5055,759.12085,nan,nan,,,,,,,,,,
1743805619.2134025,766.77655,814.7253,803.8461,760.7326,nan,nan,,,,,,,,,,
1743805619.2173076,813.5165,820.7692,813.91943,800.6227,nan,nan,,,,,,,,,,
1743805619.2207131,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.2212129,824.7985,786.9231,800.6227,805.05493,nan,nan,,,,,,,,,,
1743805619.2237022,,,,,,,-0.25213623,0.13031006,0.9729614,,,,,,,
1743805619.2247062,,,,,,,,,,,,,,nan,289442620.0,nan
1743805619.2251182,784.10254,765.9707,783.2967,775.2381,nan,nan,,,,,,,,,,
1743805619.2290232,765.56775,788.93774,787.326,767.1795,nan,nan,,,,,,,,,,
1743805619.2315187,,,,,,,,,,,,,30.026802,,,
1743805619.2329285,797.8022,814.7253,809.4872,804.2491,nan,nan,,,,,,,,,,
1743805619.2368338,828.8278,802.23444,809.0842,819.9634,nan,nan,,,,,,,,,,
1743805619.2403257,,,,,,,,,,,,,,nan,289392670.0,nan
1743805619.2407389,790.14655,766.77655,788.5348,801.4286,nan,nan,,,,,,,,,,
1743805619.2433102,,,,,,,-0.2501831,0.1293335,0.96209717,,,,,,,
1743805619.2446442,760.7326,775.64105,783.2967,770.40295,nan,nan,,,,,,,,,,
1743805619.2485495,780.07324,810.696,804.65204,783.2967,nan,nan,,,,,,,,,,
1743805619.2524548,801.8315,813.5165,809.89014,796.99634,nan,nan,,,,,,,,,,
1743805619.2558420,,,,,,,,,,1610915.8,1609304.0,,,,,
1743805619.2559454,,,,,,,,,,,,,,nan,289299200.0,nan
1743805619.2563598,783.2967,784.5055,788.93774,784.90845,nan,nan,,,,,,,,,,
1743805619.2602651,750.65936,775.64105,781.685,763.5531,nan,nan,,,,,,,,,,
1743805619.2629185,,,,,,,-0.24890137,0.12915039,0.9628296,,,,,,,
1743805619.2641704,780.07324,810.696,799.011,761.53845,nan,nan,,,,,,,,,,
1743805619.2680755,819.15753,821.978,808.68134,806.6667,nan,nan,,,,,,,,,,
1743805619.2715650,,,,,,,,,,,,,,nan,289320160.0,nan
1743805619.2719808,808.68134,765.9707,792.1612,819.15753,nan,nan,,,,,,,,,,
1743805619.2758861,767.5824,746.2271,779.2674,779.67035,nan,nan,,,,,,,,,,
1743805619.2797911,768.3883,791.75824,796.99634,772.01465,nan,nan,,,,,,,,,,
1743805619.2825267,,,,,,,-0.2489624,0.13616943,0.96875,,,,,,,
1743805619.2836964,802.23444,823.9927,813.5165,801.4286,nan,nan,,,,,,,,,,
1743805619.2871845,,,,,,,,,,,,,,nan,289255680.0,nan
1743805619.2876017,827.2161,804.2491,807.47253,832.8571,nan,nan,,,,,,,,,,
1743805619.2909706,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.2915068,787.326,780.87915,795.38464,805.8608,nan,nan,,,,,,,,,,
1743805619.2954121,752.27106,802.23444,796.99634,754.68866,nan,nan,,,,,,,,,,
1743805619.2978630,,,,,,,,,,,,,30.026802,,,
1743805619.2993174,805.4579,823.1868,810.293,784.90845,nan,nan,,,,,,,,,,
1743805619.3021348,,,,,,,-0.25079346,0.13513184,0.9682007,,,,,,,
1743805619.3028042,,,,,,,,,,,,,,nan,289210560.0,nan
1743805619.3032224,817.5458,819.9634,810.696,817.9487,nan,nan,,,,,,,,,,
1743805619.3071277,780.07324,791.3553,790.9524,801.4286,nan,nan,,,,,,,,,,
1743805619.3110330,766.3736,786.52014,783.69965,758.315,nan,nan,,,,,,,,,,
1743805619.3149381,786.9231,815.12823,801.02563,771.6117,nan,nan,,,,,,,,,,
1743805619.3184237,,,,,,,,,,,,,,nan,289194430.0,nan
1743805619.3188434,822.381,817.5458,806.6667,801.4286,nan,nan,,,,,,,,,,
1743805619.3217430,,,,,,,-0.2526245,0.13049316,0.96746826,,,,,,,
1743805619.3227487,801.4286,779.67035,791.3553,798.60803,nan,nan,,,,,,,,,,
1743805619.3260992,,,,,,,,,,1610109.9,1608498.1,,,,,
1743805619.3266540,772.8205,774.83514,786.52014,786.52014,nan,nan,,,,,,,,,,
1743805619.3305590,773.22345,805.05493,801.8315,771.2088,nan,nan,,,,,,,,,,
1743805619.3340433,,,,,,,,,,,,,,nan,289228300.0,nan
1743805619.3344643,804.65204,814.3223,812.3077,785.7143,nan,nan,,,,,,,,,,
1743805619.3383696,823.5897,793.7729,804.2491,827.2161,nan,nan,,,,,,,,,,
1743805619.3413510,,,,,,,-0.25506592,0.13867188,0.9654541,,,,,,,
1743805619.3422747,786.9231,773.22345,786.1172,800.2198,nan,nan,,,,,,,,,,
1743805619.3461800,769.19415,790.9524,786.9231,763.95605,nan,nan,,,,,,,,,,
1743805619.3496630,,,,,,,,,,,,,,nan,289213760.0,nan
1743805619.3500853,807.47253,831.6484,809.89014,808.68134,nan,nan,,,,,,,,,,
1743805619.3539903,824.3956,821.1722,811.0989,831.6484,nan,nan,,,,,,,,,,
1743805619.3578956,781.685,774.43225,789.34064,790.14655,nan,nan,,,,,,,,,,
1743805619.3609593,,,,,,,-0.2498169,0.13616943,0.96875,,,,,,,
1743805619.3612280,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.3618009,757.50916,768.3883,783.2967,752.27106,nan,nan,,,,,,,,,,
1743805619.3642070,,,,,,,,,,,,,30.046125,,,
1743805619.3652825,,,,,,,,,,,,,,nan,289152500.0,nan
1743805619.3657060,786.52014,808.68134,809.4872,780.87915,nan,nan,,,,,,,,,,
1743805619.3696113,814.7253,822.7839,819.5604,823.9927,nan,nan,,,,,,,,,,
1743805619.3735166,794.17584,781.28204,794.57874,804.65204,nan,nan,,,,,,,,,,
1743805619.3774216,759.92676,761.13556,783.2967,755.89746,nan,nan,,,,,,,,,,
1743805619.3805673,,,,,,,-0.24591064,0.1373291,0.96813965,,,,,,,
1743805619.3809021,,,,,,,,,,,,,,nan,289164600.0,nan
1743805619.3813269,783.69965,796.5934,803.44324,768.7912,nan,nan,,,,,,,,,,
1743805619.3852322,824.7985,816.7399,815.5311,819.15753,nan,nan,,,,,,,,,,
1743805619.3891373,807.47253,778.46155,803.8461,825.6044,nan,nan,,,,,,,,,,
1743805619.3930426,764.7619,762.74725,792.1612,779.67035,nan,nan,,,,,,,,,,
1743805619.3963566,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.3965218,,,,,,,,,,,,,,nan,289134800.0,nan
1743805619.3969479,764.35895,811.50183,805.05493,757.1062,nan,nan,,,,,,,,,,
1743805619.4001756,,,,,,,-0.24505615,0.13305664,0.96954346,,,,,,,
1743805619.4008532,799.41394,833.2601,820.3663,807.8755,nan,nan,,,,,,,,,,
1743805619.4047582,818.3516,789.34064,806.26373,822.7839,nan,nan,,,,,,,,,,
1743805619.4086635,786.9231,761.9414,784.90845,785.7143,nan,nan,,,,,,,,,,
1743805619.4121413,,,,,,,,,,,,,,nan,289171070.0,nan
1743805619.4125688,778.86444,788.5348,792.5641,764.7619,nan,nan,,,,,,,,,,
1743805619.4164739,802.6374,817.1429,809.4872,792.5641,nan,nan,,,,,,,,,,
1743805619.4197838,,,,,,,-0.24401855,0.13397217,0.9719238,,,,,,,
1743805619.4203792,809.4872,806.6667,807.0696,809.4872,nan,nan,,,,,,,,,,
1743805619.4242845,782.49084,765.16486,789.34064,785.7143,nan,nan,,,,,,,,,,
1743805619.4277608,,,,,,,,,,,,,,nan,289043740.0,nan
1743805619.4281895,765.56775,776.4469,790.9524,768.7912,nan,nan,,,,,,,,,,
1743805619.4305511,,,,,,,,,,,,,30.026802,,,
1743805619.4314854,,,,,,,,,,1610109.9,1609304.0,,,,,
1743805619.4320948,802.23444,825.2015,810.293,770.0,nan,nan,,,,,,,,,,
1743805619.4360001,820.3663,812.71063,812.3077,792.1612,nan,nan,,,,,,,,,,
1743805619.4393919,,,,,,,-0.24822998,0.13342285,0.9706421,,,,,,,
1743805619.4399052,798.60803,775.2381,796.99634,803.8461,nan,nan,,,,,,,,,,
1743805619.4433806,,,,,,,,,,,,,,nan,289100960.0,nan
1743805619.4438105,782.8938,781.28204,794.17584,776.04395,nan,nan,,,,,,,,,,
1743805619.4477158,790.54944,810.293,809.4872,780.4762,nan,nan,,,,,,,,,,
1743805619.4516208,813.5165,823.5897,818.7546,821.5751,nan,nan,,,,,,,,,,
1743805619.4555261,808.68134,776.4469,797.8022,821.5751,nan,nan,,,,,,,,,,
1743805619.4590001,,,,,,,-0.246521,0.13189697,0.9725952,,,,,,,
1743805619.4590001,,,,,,,,,,,,,,nan,289147680.0,nan
1743805619.4594314,780.87915,755.4945,779.67035,771.6117,nan,nan,,,,,,,,,,
1743805619.4633365,783.2967,798.60803,792.1612,753.8828,nan,nan,,,,,,,,,,
1743805619.4666140,,,,,,,,,,1610109.9,1608498.1,,,,,
1743805619.4672418,807.47253,824.3956,805.8608,794.57874,nan,nan,,,,,,,,,,
1743805619.4711471,820.3663,810.293,803.0403,827.2161,nan,nan,,,,,,,,,,
1743805619.4746196,,,,,,,,,,,,,,nan,289073570.0,nan
1743805619.4750524,785.7143,775.64105,785.7143,796.99634,nan,nan,,,,,,,,,,
1743805619.4786081,,,,,,,-0.2453003,0.1315918,0.96954346,,,,,,,
1743805619.4789574,773.22345,795.78754,791.75824,770.40295,nan,nan,,,,,,,,,,
1743805619.4828627,805.05493,828.4249,811.50183,813.5165,nan,nan,,,,,,,,,,
1743805619.4867680,836.8865,823.1868,809.89014,841.31866,nan,nan,,,,,,,,,,
1743805619.4902394,,,,,,,,,,,,,,nan,289053400.0,nan
1743805619.4906731,799.41394,794.9817,788.5348,802.23444,nan,nan,,,,,,,,,,
1743805619.4945784,772.8205,794.17584,785.7143,774.0293,nan,nan,,,,,,,,,,
1743805619.4968953,,,,,,,,,,,,,30.046125,,,
1743805619.4982164,,,,,,,-0.24450684,0.13043213,0.96435547,,,,,,,
1743805619.4984837,807.47253,826.0073,808.2784,791.75824,nan,nan,,,,,,,,,,
1743805619.5017428,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.5023887,824.3956,805.05493,808.68134,813.1135,nan,nan,,,,,,,,,,
1743805619.5058589,,,,,,,,,,,,,,nan,289058240.0,nan
1743805619.5062940,811.50183,767.98535,790.54944,808.68134,nan,nan,,,,,,,,,,
1743805619.5101993,767.5824,776.4469,782.8938,774.43225,nan,nan,,,,,,,,,,
1743805619.5141044,772.8205,814.3223,802.23444,776.04395,nan,nan,,,,,,,,,,
1743805619.5178244,,,,,,,-0.24664307,0.13165283,0.96588135,,,,,,,
1743805619.5180097,815.5311,819.9634,813.1135,821.5751,nan,nan,,,,,,,,,,
1743805619.5214784,,,,,,,,,,,,,,nan,288954270.0,nan
1743805619.5219150,820.7692,792.96704,803.0403,823.1868,nan,nan,,,,,,,,,,
1743805619.5258200,784.90845,772.8205,788.1319,787.326,nan,nan,,,,,,,,,,
1743805619.5297253,785.7143,801.4286,796.1905,791.3553,nan,nan,,,,,,,,,,
1743805619.5336306,811.0989,830.4396,805.8608,811.9048,nan,nan,,,,,,,,,,
1743805619.5368714,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.5370982,,,,,,,,,,,,,,nan,289077570.0,nan
1743805619.5374327,,,,,,,-0.24822998,0.13421631,0.9680786,,,,,,,
1743805619.5375357,811.50183,815.9341,801.02563,822.7839,nan,nan,,,,,,,,,,
1743805619.5414410,790.54944,782.49084,790.14655,802.23444,nan,nan,,,,,,,,,,
1743805619.5453463,759.92676,785.31134,788.93774,768.7912,nan,nan,,,,,,,,,,
1743805619.5492513,794.17584,817.5458,802.6374,792.1612,nan,nan,,,,,,,,,,
1743805619.5527177,,,,,,,,,,,,,,nan,289059040.0,nan
1743805619.5531566,820.7692,805.05493,799.011,834.4689,nan,nan,,,,,,,,,,
1743805619.5570407,,,,,,,-0.24884033,0.13140869,0.97088623,,,,,,,
1743805619.5570619,801.02563,778.46155,788.93774,815.9341,nan,nan,,,,,,,,,,
1743805619.5609672,780.4762,778.86444,791.75824,788.1319,nan,nan,,,,,,,,,,
1743805619.5632393,,,,,,,,,,,,,30.026802,,,
1743805619.5648723,794.57874,817.5458,809.89014,793.36993,nan,nan,,,,,,,,,,
1743805619.5683372,,,,,,,,,,,,,,nan,288972830.0,nan
1743805619.5687776,840.10986,832.0513,812.3077,819.5604,nan,nan,,,,,,,,,,
1743805619.5720000,,,,,,,,,,1610109.9,1608498.1,,,,,
1743805619.5726829,824.7985,790.14655,791.75824,834.0659,nan,nan,,,,,,,,,,
1743805619.5765879,786.52014,777.6557,777.6557,788.93774,nan,nan,,,,,,,,,,
1743805619.5766490,,,,,,,-0.24694824,0.13244629,0.97106934,,,,,,,
1743805619.5804932,790.9524,810.696,789.34064,769.19415,nan,nan,,,,,,,,,,
1743805619.5839570,,,,,,,,,,,,,,nan,288962340.0,nan
1743805619.5843985,831.6484,842.52747,807.47253,824.3956,nan,nan,,,,,,,,,,
1743805619.5883036,821.978,807.8755,794.17584,832.0513,nan,nan,,,,,,,,,,
1743805619.5922089,777.25275,763.5531,780.07324,793.36993,nan,nan,,,,,,,,,,
1743805619.5961142,782.8938,789.7436,792.96704,785.7143,nan,nan,,,,,,,,,,
1743805619.5962572,,,,,,,-0.25128174,0.13226318,0.96655273,,,,,,,
1743805619.5995765,,,,,,,,,,,,,,nan,288990560.0,nan
1743805619.6000192,816.337,820.3663,811.9048,798.20514,nan,nan,,,,,,,,,,
1743805619.6039245,819.15753,797.3993,808.68134,815.5311,nan,nan,,,,,,,,,,
1743805619.6071289,,,,,,,,,,1610109.9,1608498.1,,,,,
1743805619.6078298,771.6117,773.22345,793.7729,796.5934,nan,nan,,,,,,,,,,
1743805619.6117349,760.7326,772.8205,794.17584,767.1795,nan,nan,,,,,,,,,,
1743805619.6151962,,,,,,,,,,,,,,nan,289016350.0,nan
1743805619.6156402,807.8755,811.9048,812.71063,784.10254,nan,nan,,,,,,,,,,
1743805619.6158652,,,,,,,-0.24536133,0.13226318,0.97052,,,,,,,
1743805619.6195455,833.663,822.381,816.7399,824.3956,nan,nan,,,,,,,,,,
1743805619.6234505,800.2198,782.0879,796.99634,811.50183,nan,nan,,,,,,,,,,
1743805619.6273558,759.5238,774.83514,786.1172,770.40295,nan,nan,,,,,,,,,,
1743805619.6295834,,,,,,,,,,,,,30.046125,,,
1743805619.6308157,,,,,,,,,,,,,,nan,288983300.0,nan
1743805619.6312611,778.0586,819.9634,805.8608,772.8205,nan,nan,,,,,,,,,,
1743805619.6351664,822.381,832.0513,817.5458,816.337,nan,nan,,,,,,,,,,
1743805619.6354735,,,,,,,-0.24902344,0.13378906,0.9683838,,,,,,,
1743805619.6390715,804.65204,782.8938,800.6227,808.2784,nan,nan,,,,,,,,,,
1743805619.6422575,,,,,,,,,,1610915.8,1608498.1,,,,,
1743805619.6429768,766.3736,761.9414,788.93774,788.1319,nan,nan,,,,,,,,,,
1743805619.6464353,,,,,,,,,,,,,,nan,289017950.0,nan
1743805619.6468821,786.9231,805.4579,805.4579,796.5934,nan,nan,,,,,,,,,,
1743805619.6507871,818.3516,835.6777,823.5897,822.7839,nan,nan,,,,,,,,,,
1743805619.6546924,807.8755,797.8022,808.68134,824.7985,nan,nan,,,,,,,,,,
1743805619.6550815,,,,,,,-0.2453003,0.13983154,0.9654541,,,,,,,
1743805619.6585977,771.6117,763.1502,791.3553,787.72894,nan,nan,,,,,,,,,,
1743805619.6620550,,,,,,,,,,,,,,nan,288957500.0,nan
1743805619.6625028,770.80585,798.60803,797.3993,771.2088,nan,nan,,,,,,,,,,
1743805619.6664081,802.23444,836.8865,812.3077,799.81683,nan,nan,,,,,,,,,,
1743805619.6703134,826.8132,803.44324,809.4872,827.2161,nan,nan,,,,,,,,,,
1743805619.6742184,805.8608,771.2088,790.54944,805.05493,nan,nan,,,,,,,,,,
1743805619.6746898,,,,,,,-0.24285889,0.14007568,0.96850586,,,,,,,
1743805619.6773863,,,,,,,,,,1610109.9,1608498.1,,,,,
1743805619.6776745,,,,,,,,,,,,,,nan,289053400.0,nan
1743805619.6781237,774.83514,793.36993,788.1319,771.2088,nan,nan,,,,,,,,,,
1743805619.6820290,790.54944,832.8571,813.1135,791.75824,nan,nan,,,,,,,,,,
1743805619.6859341,816.7399,821.978,823.1868,823.1868,nan,nan,,,,,,,,,,
1743805619.6898394,799.41394,767.5824,797.3993,810.696,nan,nan,,,,,,,,,,
1743805619.6932940,,,,,,,,,,,,,,nan,289042100.0,nan
1743805619.6937447,769.19415,770.80585,788.5348,780.4762,nan,nan,,,,,,,,,,
1743805619.6942978,,,,,,,-0.24365234,0.13476562,0.97058105,,,,,,,
1743805619.6959276,,,,,,,,,,,,,30.046125,,,
1743805619.6976497,785.7143,821.1722,804.2491,780.07324,nan,nan,,,,,,,,,,
1743805619.7015550,815.9341,831.2454,807.47253,803.0403,nan,nan,,,,,,,,,,
1743805619.7054603,815.5311,795.78754,793.36993,807.8755,nan,nan,,,,,,,,,,
