timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,thermistor,ppg_1,ppg_2,ppg_3
1743795412.8316553,,,,,,,0.019348145,0.1763916,1.0076904,,,,,,,
1743795412.8340783,847.76556,826.0073,810.696,826.0073,nan,nan,,,,,,,,,,
1743795412.8379805,842.1245,807.8755,800.2198,830.84247,nan,nan,,,,,,,,,,
1743795412.8410859,,,,,,,,,,,,,,nan,320489200.0,nan
1743795412.8418827,785.31134,796.99634,799.41394,804.65204,nan,nan,,,,,,,,,,
1743795412.8457849,779.2674,778.0586,804.65204,782.49084,nan,nan,,,,,,,,,,
1743795412.8496871,804.65204,797.3993,803.0403,805.4579,nan,nan,,,,,,,,,,
1743795412.8512683,,,,,,,0.012939453,0.17437744,1.0040894,,,,,,,
1743795412.8535893,813.5165,810.293,800.6227,808.2784,nan,nan,,,,,,,,,,
1743795412.8566909,,,,,,,,,,,,,,nan,320363520.0,nan
1743795412.8574913,780.87915,792.96704,803.44324,807.0696,nan,nan,,,,,,,,,,
1743795412.8597379,,,,,,,,,,1607692.2,1608498.1,,,,,
1743795412.8613935,773.22345,777.6557,801.8315,781.28204,nan,nan,,,,,,,,,,
1743795412.8652956,799.81683,796.99634,803.0403,785.31134,nan,nan,,,,,,,,,,
1743795412.8691978,837.6923,811.0989,809.89014,850.58606,nan,nan,,,,,,,,,,
1743795412.8697824,,,,,,,,,,,,,35.05269,,,
1743795412.8708813,,,,,,,0.0107421875,0.17297363,1.0018921,,,,,,,
1743795412.8722961,,,,,,,,,,,,,,nan,320356260.0,nan
1743795412.8731000,828.022,789.7436,811.0989,868.71796,nan,nan,,,,,,,,,,
1743795412.8770022,802.6374,802.23444,807.8755,806.6667,nan,nan,,,,,,,,,,
1743795412.8809044,816.7399,824.7985,799.81683,774.43225,nan,nan,,,,,,,,,,
1743795412.8848066,882.8205,795.38464,799.011,853.4066,nan,nan,,,,,,,,,,
1743795412.8879011,,,,,,,,,,,,,,nan,320382050.0,nan
1743795412.8887086,880.80585,781.685,801.02563,880.40295,nan,nan,,,,,,,,,,
1743795412.8904943,,,,,,,0.0072021484,0.18096924,0.9993286,,,,,,,
1743795412.8926108,803.8461,798.60803,798.60803,789.7436,nan,nan,,,,,,,,,,
1743795412.8948464,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795412.8965130,785.7143,812.3077,796.5934,774.83514,nan,nan,,,,,,,,,,
1743795412.9004152,804.65204,812.3077,801.8315,834.0659,nan,nan,,,,,,,,,,
1743795412.9035063,,,,,,,,,,,,,,nan,320310340.0,nan
1743795412.9043174,830.4396,796.5934,799.41394,837.6923,nan,nan,,,,,,,,,,
1743795412.9082196,797.8022,795.78754,799.81683,802.6374,nan,nan,,,,,,,,,,
1743795412.9101074,,,,,,,0.0064697266,0.18359375,0.9981079,,,,,,,
1743795412.9121218,764.7619,804.2491,805.05493,765.16486,nan,nan,,,,,,,,,,
1743795412.9160240,798.60803,801.8315,804.65204,799.41394,nan,nan,,,,,,,,,,
1743795412.9191113,,,,,,,,,,,,,,nan,320251500.0,nan
1743795412.9199259,819.9634,786.52014,799.41394,839.304,nan,nan,,,,,,,,,,
1743795412.9238281,809.89014,788.93774,800.2198,816.7399,nan,nan,,,,,,,,,,
1743795412.9277303,806.6667,798.60803,801.4286,769.19415,nan,nan,,,,,,,,,,
1743795412.9297204,,,,,,,0.0018310547,0.18701172,0.9961548,,,,,,,
1743795412.9299550,,,,,,,,,,1608498.1,1609304.0,,,,,
1743795412.9316325,817.5458,813.91943,803.44324,772.01465,nan,nan,,,,,,,,,,
1743795412.9347165,,,,,,,,,,,,,,nan,320156400.0,nan
1743795412.9355347,847.3626,794.9817,805.05493,866.30035,nan,nan,,,,,,,,,,
1743795412.9360111,,,,,,,,,,,,,35.05269,,,
1743795412.9394369,832.0513,763.5531,805.4579,864.68866,nan,nan,,,,,,,,,,
1743795412.9433391,762.3443,776.4469,803.0403,784.90845,nan,nan,,,,,,,,,,
1743795412.9472411,792.1612,800.6227,799.011,791.3553,nan,nan,,,,,,,,,,
1743795412.9493337,,,,,,,-0.004272461,0.18774414,0.9940796,,,,,,,
1743795412.9503214,,,,,,,,,,,,,,nan,320046820.0,nan
1743795412.9511433,846.9597,804.65204,799.81683,837.6923,nan,nan,,,,,,,,,,
1743795412.9550455,854.61536,800.6227,794.9817,845.7509,nan,nan,,,,,,,,,,
1743795412.9589477,826.0073,813.5165,796.99634,797.8022,nan,nan,,,,,,,,,,
1743795412.9628499,804.65204,822.381,805.05493,779.2674,nan,nan,,,,,,,,,,
1743795412.9650636,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795412.9659264,,,,,,,,,,,,,,nan,320109660.0,nan
1743795412.9667521,837.6923,814.7253,805.05493,842.9304,nan,nan,,,,,,,,,,
1743795412.9689467,,,,,,,-0.006164551,0.17926025,0.98895264,,,,,,,
1743795412.9706542,848.5714,805.05493,799.81683,856.2271,nan,nan,,,,,,,,,,
1743795412.9745564,813.5165,802.6374,800.6227,813.91943,nan,nan,,,,,,,,,,
1743795412.9784584,782.0879,792.5641,804.65204,780.07324,nan,nan,,,,,,,,,,
1743795412.9815316,,,,,,,,,,,,,,nan,320121760.0,nan
1743795412.9823606,800.2198,778.46155,800.2198,800.6227,nan,nan,,,,,,,,,,
1743795412.9862628,836.08057,780.87915,800.6227,832.4542,nan,nan,,,,,,,,,,
1743795412.9885597,,,,,,,-0.012268066,0.17529297,0.99328613,,,,,,,
1743795412.9901650,815.5311,763.95605,803.44324,821.5751,nan,nan,,,,,,,,,,
1743795412.9940672,788.93774,771.2088,810.293,786.9231,nan,nan,,,,,,,,,,
1743795412.9971366,,,,,,,,,,,,,,nan,320149150.0,nan
1743795412.9979694,810.293,796.1905,808.2784,787.72894,nan,nan,,,,,,,,,,
1743795413.0001721,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.0018716,850.989,805.8608,803.0403,849.7802,nan,nan,,,,,,,,,,
1743795413.0022397,,,,,,,,,,,,,35.05269,,,
1743795413.0057738,838.49817,797.8022,804.65204,865.89746,nan,nan,,,,,,,,,,
1743795413.0081728,,,,,,,-0.009033203,0.17224121,0.99664307,,,,,,,
1743795413.0096757,794.9817,786.1172,807.8755,812.3077,nan,nan,,,,,,,,,,
1743795413.0127418,,,,,,,,,,,,,,nan,320116930.0,nan
1743795413.0135779,796.99634,802.6374,806.26373,815.12823,nan,nan,,,,,,,,,,
1743795413.0174801,832.0513,823.9927,798.20514,843.3333,nan,nan,,,,,,,,,,
1743795413.0213823,850.989,816.7399,791.75824,862.674,nan,nan,,,,,,,,,,
1743795413.0252845,810.696,802.6374,791.75824,822.381,nan,nan,,,,,,,,,,
1743795413.0277858,,,,,,,-0.011047363,0.16845703,0.9885864,,,,,,,
1743795413.0283468,,,,,,,,,,,,,,nan,320176540.0,nan
1743795413.0291867,802.6374,789.7436,792.1612,784.90845,nan,nan,,,,,,,,,,
1743795413.0330889,855.42126,803.0403,790.14655,823.5897,nan,nan,,,,,,,,,,
1743795413.0352807,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.0369911,850.989,790.54944,787.72894,845.34796,nan,nan,,,,,,,,,,
1743795413.0408931,828.4249,771.6117,785.31134,822.7839,nan,nan,,,,,,,,,,
1743795413.0439520,,,,,,,,,,,,,,nan,320181380.0,nan
1743795413.0447953,818.7546,794.17584,795.38464,786.52014,nan,nan,,,,,,,,,,
1743795413.0473988,,,,,,,-0.010681152,0.16326904,0.98828125,,,,,,,
1743795413.0486975,806.6667,802.23444,802.23444,780.87915,nan,nan,,,,,,,,,,
1743795413.0525997,816.337,792.96704,801.4286,838.0952,nan,nan,,,,,,,,,,
1743795413.0565019,821.1722,782.8938,803.44324,841.7216,nan,nan,,,,,,,,,,
1743795413.0595570,,,,,,,,,,,,,,nan,320170900.0,nan
1743795413.0604041,790.9524,796.99634,808.2784,784.5055,nan,nan,,,,,,,,,,
1743795413.0643063,784.90845,821.1722,805.05493,790.54944,nan,nan,,,,,,,,,,
1743795413.0670121,,,,,,,-0.00982666,0.168396,0.98706055,,,,,,,
1743795413.0682082,827.2161,804.65204,799.81683,836.4835,nan,nan,,,,,,,,,,
1743795413.0684681,,,,,,,,,,,,,35.072433,,,
1743795413.0703893,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.0721104,870.7326,778.0586,799.81683,853.4066,nan,nan,,,,,,,,,,
1743795413.0751622,,,,,,,,,,,,,,nan,320169300.0,nan
1743795413.0760126,841.31866,790.9524,798.60803,808.2784,nan,nan,,,,,,,,,,
1743795413.0799148,775.64105,808.68134,803.0403,791.3553,nan,nan,,,,,,,,,,
1743795413.0838170,813.5165,798.20514,801.8315,832.8571,nan,nan,,,,,,,,,,
1743795413.0866251,,,,,,,-0.010070801,0.17706299,0.99572754,,,,,,,
1743795413.0877192,841.31866,790.54944,791.75824,844.94507,nan,nan,,,,,,,,,,
1743795413.0907671,,,,,,,,,,,,,,nan,320147550.0,nan
1743795413.0916214,794.17584,797.3993,790.14655,803.0403,nan,nan,,,,,,,,,,
1743795413.0955236,781.28204,797.3993,792.5641,771.6117,nan,nan,,,,,,,,,,
1743795413.0994256,807.0696,810.696,796.5934,806.26373,nan,nan,,,,,,,,,,
1743795413.1033278,828.8278,807.0696,799.81683,839.304,nan,nan,,,,,,,,,,
1743795413.1054981,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.1062381,,,,,,,-0.005859375,0.17993164,0.9935913,,,,,,,
1743795413.1063724,,,,,,,,,,,,,,nan,320120960.0,nan
1743795413.1072299,815.5311,780.07324,799.011,820.3663,nan,nan,,,,,,,,,,
1743795413.1111321,777.6557,800.2198,799.41394,761.53845,nan,nan,,,,,,,,,,
1743795413.1150343,778.0586,825.6044,796.1905,765.56775,nan,nan,,,,,,,,,,
1743795413.1189365,829.2308,813.1135,790.9524,832.4542,nan,nan,,,,,,,,,,
1743795413.1219773,,,,,,,,,,,,,,nan,320143520.0,nan
1743795413.1228387,838.9011,783.2967,795.38464,828.022,nan,nan,,,,,,,,,,
1743795413.1258512,,,,,,,-0.005004883,0.18127441,0.99432373,,,,,,,
1743795413.1267409,786.1172,772.4176,794.57874,773.6264,nan,nan,,,,,,,,,,
1743795413.1306429,768.7912,800.6227,791.75824,778.0586,nan,nan,,,,,,,,,,
1743795413.1345451,821.978,809.0842,799.81683,814.7253,nan,nan,,,,,,,,,,
1743795413.1346967,,,,,,,,,,,,,35.05269,,,
1743795413.1375825,,,,,,,,,,,,,,nan,320182200.0,nan
1743795413.1384473,837.28937,784.90845,802.23444,815.12823,nan,nan,,,,,,,,,,
1743795413.1406066,,,,,,,,,,1608498.1,1609304.0,,,,,
1743795413.1423495,801.8315,781.28204,797.8022,784.90845,nan,nan,,,,,,,,,,
1743795413.1454642,,,,,,,-0.0012817383,0.18536377,0.9989624,,,,,,,
1743795413.1462517,805.4579,810.696,800.6227,783.2967,nan,nan,,,,,,,,,,
1743795413.1501539,819.15753,820.3663,798.60803,810.293,nan,nan,,,,,,,,,,
1743795413.1531875,,,,,,,,,,,,,,nan,320124160.0,nan
1743795413.1540561,817.9487,793.7729,794.17584,833.2601,nan,nan,,,,,,,,,,
1743795413.1579580,809.4872,791.75824,801.4286,830.0366,nan,nan,,,,,,,,,,
1743795413.1618602,782.49084,795.78754,809.4872,781.685,nan,nan,,,,,,,,,,
1743795413.1650772,,,,,,,-0.0026245117,0.18615723,0.99694824,,,,,,,
1743795413.1657624,803.44324,787.72894,804.2491,797.8022,nan,nan,,,,,,,,,,
1743795413.1687927,,,,,,,,,,,,,,nan,320166080.0,nan
1743795413.1696646,840.9158,791.3553,803.8461,834.0659,nan,nan,,,,,,,,,,
1743795413.1735668,821.5751,792.5641,809.4872,813.91943,nan,nan,,,,,,,,,,
1743795413.1757152,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.1774690,794.9817,797.3993,811.9048,779.2674,nan,nan,,,,,,,,,,
1743795413.1813712,801.4286,809.4872,810.696,786.9231,nan,nan,,,,,,,,,,
1743795413.1843977,,,,,,,,,,,,,,nan,320197500.0,nan
1743795413.1846905,,,,,,,0.00012207031,0.18096924,0.99176025,,,,,,,
1743795413.1852734,823.9927,808.2784,805.4579,836.8865,nan,nan,,,,,,,,,,
1743795413.1891754,823.5897,790.54944,804.65204,829.2308,nan,nan,,,,,,,,,,
1743795413.1930776,791.75824,802.23444,807.47253,783.69965,nan,nan,,,,,,,,,,
1743795413.1969798,784.90845,811.9048,807.8755,780.07324,nan,nan,,,,,,,,,,
1743795413.2000029,,,,,,,,,,,,,,nan,320120160.0,nan
1743795413.2008820,823.9927,790.54944,805.8608,814.3223,nan,nan,,,,,,,,,,
1743795413.2009254,,,,,,,,,,,,,35.032948,,,
1743795413.2043035,,,,,,,-0.004333496,0.17993164,0.9941406,,,,,,,
1743795413.2047842,817.1429,794.17584,807.8755,855.42126,nan,nan,,,,,,,,,,
1743795413.2086864,790.14655,806.26373,809.89014,830.4396,nan,nan,,,,,,,,,,
1743795413.2108238,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.2125885,792.5641,817.5458,801.4286,753.47986,nan,nan,,,,,,,,,,
1743795413.2156079,,,,,,,,,,,,,,nan,320132220.0,nan
1743795413.2164907,802.23444,811.50183,794.57874,780.4762,nan,nan,,,,,,,,,,
1743795413.2203927,837.6923,782.49084,802.6374,832.0513,nan,nan,,,,,,,,,,
1743795413.2239165,,,,,,,-0.004699707,0.18060303,0.9949341,,,,,,,
1743795413.2242949,811.0989,774.0293,802.6374,805.8608,nan,nan,,,,,,,,,,
1743795413.2281971,766.3736,786.52014,807.0696,770.40295,nan,nan,,,,,,,,,,
1743795413.2312131,,,,,,,,,,,,,,nan,320176540.0,nan
1743795413.2320993,770.40295,794.9817,812.3077,803.44324,nan,nan,,,,,,,,,,
1743795413.2360015,810.293,790.9524,804.65204,842.1245,nan,nan,,,,,,,,,,
1743795413.2399037,813.5165,782.49084,803.0403,804.2491,nan,nan,,,,,,,,,,
1743795413.2435296,,,,,,,-0.0028686523,0.1831665,0.99676514,,,,,,,
1743795413.2438059,775.64105,786.1172,803.0403,757.9121,nan,nan,,,,,,,,,,
1743795413.2459323,,,,,,,,,,1609304.0,1608498.1,,,,,
1743795413.2468181,,,,,,,,,,,,,,nan,320066940.0,nan
1743795413.2477081,785.7143,809.0842,803.8461,764.7619,nan,nan,,,,,,,,,,
1743795413.2516100,805.4579,817.1429,806.26373,832.0513,nan,nan,,,,,,,,,,
1743795413.2555122,828.022,803.8461,806.26373,855.82416,nan,nan,,,,,,,,,,
1743795413.2594144,803.0403,786.52014,805.4579,796.1905,nan,nan,,,,,,,,,,
1743795413.2624233,,,,,,,,,,,,,,nan,320068580.0,nan
1743795413.2631426,,,,,,,-0.0025634766,0.18640137,0.99432373,,,,,,,
1743795413.2633166,796.5934,783.69965,810.293,769.59705,nan,nan,,,,,,,,,,
1743795413.2671540,,,,,,,,,,,,,35.05269,,,
1743795413.2672188,826.4103,820.3663,813.1135,800.2198,nan,nan,,,,,,,,,,
1743795413.2711210,839.707,811.50183,806.26373,824.7985,nan,nan,,,,,,,,,,
1743795413.2750232,808.68134,784.10254,805.05493,792.96704,nan,nan,,,,,,,,,,
1743795413.2780282,,,,,,,,,,,,,,nan,319970270.0,nan
1743795413.2789252,784.90845,792.1612,812.3077,778.86444,nan,nan,,,,,,,,,,
1743795413.2810409,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.2827556,,,,,,,-0.0018310547,0.18896484,0.9923706,,,,,,,
1743795413.2828274,838.9011,804.65204,813.1135,813.5165,nan,nan,,,,,,,,,,
1743795413.2867296,865.89746,813.91943,803.44324,841.31866,nan,nan,,,,,,,,,,
1743795413.2906318,814.3223,796.5934,803.44324,809.89014,nan,nan,,,,,,,,,,
1743795413.2936335,,,,,,,,,,,,,,nan,319952500.0,nan
1743795413.2945340,778.0586,792.96704,815.9341,768.7912,nan,nan,,,,,,,,,,
1743795413.2984362,790.54944,811.50183,813.1135,791.3553,nan,nan,,,,,,,,,,
1743795413.3023384,820.3663,801.02563,807.0696,851.39197,nan,nan,,,,,,,,,,
1743795413.3023689,,,,,,,0.0029907227,0.18615723,0.99731445,,,,,,,
1743795413.3062406,799.011,775.64105,807.0696,849.3773,nan,nan,,,,,,,,,,
1743795413.3092384,,,,,,,,,,,,,,nan,319839700.0,nan
1743795413.3101425,783.69965,779.2674,803.8461,782.8938,nan,nan,,,,,,,,,,
1743795413.3140447,805.8608,795.38464,805.8608,783.2967,nan,nan,,,,,,,,,,
1743795413.3161495,,,,,,,,,,1608498.1,1609304.0,,,,,
1743795413.3179469,828.022,794.9817,810.696,832.8571,nan,nan,,,,,,,,,,
1743795413.3218491,832.4542,776.04395,805.8608,820.7692,nan,nan,,,,,,,,,,
1743795413.3219819,,,,,,,0.0067749023,0.18890381,0.9963989,,,,,,,
1743795413.3248436,,,,,,,,,,,,,,nan,319922720.0,nan
1743795413.3257513,796.1905,790.14655,805.05493,787.326,nan,nan,,,,,,,,,,
1743795413.3296535,794.57874,807.0696,809.4872,776.8498,nan,nan,,,,,,,,,,
1743795413.3333826,,,,,,,,,,,,,35.05269,,,
1743795413.3335557,825.6044,796.1905,809.0842,816.7399,nan,nan,,,,,,,,,,
1743795413.3374579,824.7985,782.0879,806.6667,834.87177,nan,nan,,,,,,,,,,
1743795413.3404486,,,,,,,,,,,,,,nan,319877570.0,nan
1743795413.3413599,790.9524,772.4176,803.0403,811.50183,nan,nan,,,,,,,,,,
1743795413.3415949,,,,,,,0.0026245117,0.18457031,0.9935303,,,,,,,
1743795413.3452621,784.5055,797.3993,803.44324,783.2967,nan,nan,,,,,,,,,,
1743795413.3491642,802.23444,817.9487,805.4579,806.6667,nan,nan,,,,,,,,,,
1743795413.3512580,,,,,,,,,,1608498.1,1609304.0,,,,,
1743795413.3530664,828.4249,802.23444,806.6667,852.1978,nan,nan,,,,,,,,,,
1743795413.3560538,,,,,,,,,,,,,,nan,319816350.0,nan
1743795413.3569686,824.7985,769.59705,801.4286,829.6337,nan,nan,,,,,,,,,,
1743795413.3608708,778.0586,766.77655,797.3993,769.59705,nan,nan,,,,,,,,,,
1743795413.3612080,,,,,,,0.005554199,0.17803955,0.9959717,,,,,,,
1743795413.3647730,792.5641,803.0403,801.4286,773.6264,nan,nan,,,,,,,,,,
1743795413.3686752,825.6044,813.5165,805.4579,837.28937,nan,nan,,,,,,,,,,
1743795413.3716588,,,,,,,,,,,,,,nan,319672900.0,nan
1743795413.3725772,826.0073,787.72894,805.4579,850.58606,nan,nan,,,,,,,,,,
1743795413.3764794,795.38464,781.28204,803.44324,783.69965,nan,nan,,,,,,,,,,
1743795413.3803816,767.98535,786.9231,800.2198,775.64105,nan,nan,,,,,,,,,,
1743795413.3808210,,,,,,,0.005004883,0.18896484,0.9940796,,,,,,,
1743795413.3842838,813.91943,803.8461,801.02563,842.9304,nan,nan,,,,,,,,,,
1743795413.3863666,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.3872640,,,,,,,,,,,,,,nan,319687400.0,nan
1743795413.3881860,841.7216,799.81683,799.81683,847.3626,nan,nan,,,,,,,,,,
1743795413.3920882,795.78754,791.3553,795.78754,801.02563,nan,nan,,,,,,,,,,
1743795413.3959904,775.64105,811.50183,791.3553,770.80585,nan,nan,,,,,,,,,,
1743795413.3996112,,,,,,,,,,,,,35.05269,,,
1743795413.3998923,809.89014,820.7692,788.5348,804.2491,nan,nan,,,,,,,,,,
1743795413.4004340,,,,,,,0.006652832,0.19085693,0.9974365,,,,,,,
1743795413.4028690,,,,,,,,,,,,,,nan,319721250.0,nan
1743795413.4037945,828.8278,776.4469,787.326,834.4689,nan,nan,,,,,,,,,,
1743795413.4076967,799.011,770.80585,788.5348,781.28204,nan,nan,,,,,,,,,,
1743795413.4115989,777.6557,800.6227,796.5934,780.87915,nan,nan,,,,,,,,,,
1743795413.4155011,802.6374,798.20514,796.1905,807.47253,nan,nan,,,,,,,,,,
1743795413.4184742,,,,,,,,,,,,,,nan,319722050.0,nan
1743795413.4194033,843.73627,798.60803,791.3553,819.5604,nan,nan,,,,,,,,,,
1743795413.4200473,,,,,,,0.0065307617,0.19036865,0.9992676,,,,,,,
1743795413.4214752,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.4233055,817.5458,791.3553,788.5348,807.47253,nan,nan,,,,,,,,,,
1743795413.4272077,772.8205,800.2198,784.90845,779.67035,nan,nan,,,,,,,,,,
1743795413.4311097,778.86444,809.89014,788.93774,791.3553,nan,nan,,,,,,,,,,
1743795413.4340792,,,,,,,,,,,,,,nan,319687400.0,nan
1743795413.4350119,811.50183,786.9231,794.57874,832.0513,nan,nan,,,,,,,,,,
1743795413.4389141,829.6337,791.75824,793.7729,853.00366,nan,nan,,,,,,,,,,
1743795413.4396603,,,,,,,0.008056641,0.18829346,1.0001831,,,,,,,
1743795413.4428163,787.72894,801.02563,791.75824,799.41394,nan,nan,,,,,,,,,,
1743795413.4467185,782.49084,801.8315,789.34064,747.8388,nan,nan,,,,,,,,,,
1743795413.4496841,,,,,,,,,,,,,,nan,319632600.0,nan
1743795413.4506207,824.3956,790.54944,786.52014,794.17584,nan,nan,,,,,,,,,,
1743795413.4545228,818.3516,789.7436,786.9231,833.663,nan,nan,,,,,,,,,,
1743795413.4565837,,,,,,,,,,1608498.1,1609304.0,,,,,
1743795413.4584250,801.8315,786.9231,793.36993,782.49084,nan,nan,,,,,,,,,,
1743795413.4592733,,,,,,,0.0107421875,0.19000244,1.0021362,,,,,,,
1743795413.4623270,765.9707,778.86444,793.7729,748.6447,nan,nan,,,,,,,,,,
1743795413.4652894,,,,,,,,,,,,,,nan,319624540.0,nan
1743795413.4658399,,,,,,,,,,,,,35.05269,,,
1743795413.4662292,784.90845,803.8461,794.9817,790.54944,nan,nan,,,,,,,,,,
1743795413.4701314,846.9597,801.02563,792.5641,799.81683,nan,nan,,,,,,,,,,
1743795413.4740336,795.78754,782.8938,787.72894,778.0586,nan,nan,,,,,,,,,,
1743795413.4779358,753.0769,799.41394,791.75824,752.27106,nan,nan,,,,,,,,,,
1743795413.4788864,,,,,,,0.013244629,0.18890381,0.99053955,,,,,,,
1743795413.4808943,,,,,,,,,,,,,,nan,319649540.0,nan
1743795413.4818380,796.99634,813.5165,788.5348,747.03296,nan,nan,,,,,,,,,,
1743795413.4857402,821.5751,818.7546,786.9231,807.8755,nan,nan,,,,,,,,,,
1743795413.4896424,810.696,802.23444,784.5055,809.0842,nan,nan,,,,,,,,,,
1743795413.4916923,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.4935443,759.5238,779.67035,781.685,748.6447,nan,nan,,,,,,,,,,
1743795413.4964995,,,,,,,,,,,,,,nan,319571360.0,nan
1743795413.4974465,746.2271,781.28204,788.93774,739.3773,nan,nan,,,,,,,,,,
1743795413.4984994,,,,,,,0.010925293,0.18981934,0.9989624,,,,,,,
1743795413.5013487,826.4103,796.5934,790.54944,800.2198,nan,nan,,,,,,,,,,
1743795413.5052509,826.0073,794.57874,794.57874,814.3223,nan,nan,,,,,,,,,,
1743795413.5091531,769.59705,772.4176,795.78754,759.12085,nan,nan,,,,,,,,,,
1743795413.5121045,,,,,,,,,,,,,,nan,319577800.0,nan
1743795413.5130553,757.1062,789.34064,786.9231,722.4542,nan,nan,,,,,,,,,,
1743795413.5169575,807.47253,816.7399,786.9231,756.30035,nan,nan,,,,,,,,,,
1743795413.5181124,,,,,,,0.01184082,0.18499756,1.00177,,,,,,,
1743795413.5208595,838.9011,806.26373,792.1612,809.4872,nan,nan,,,,,,,,,,
1743795413.5247617,779.67035,792.1612,797.3993,778.86444,nan,nan,,,,,,,,,,
1743795413.5268009,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.5277097,,,,,,,,,,,,,,nan,319499650.0,nan
1743795413.5286639,763.95605,790.54944,799.81683,732.52747,nan,nan,,,,,,,,,,
1743795413.5320685,,,,,,,,,,,,,35.05269,,,
1743795413.5325661,817.9487,816.337,800.2198,760.32965,nan,nan,,,,,,,,,,
1743795413.5364683,828.022,813.5165,801.4286,803.8461,nan,nan,,,,,,,,,,
1743795413.5377257,,,,,,,0.015319824,0.18145752,1.0003052,,,,,,,
1743795413.5403705,796.5934,766.3736,793.36993,767.98535,nan,nan,,,,,,,,,,
1743795413.5433147,,,,,,,,,,,,,,nan,319520580.0,nan
1743795413.5442727,764.35895,766.77655,790.54944,718.4249,nan,nan,,,,,,,,,,
1743795413.5481749,786.1172,805.4579,798.60803,739.7802,nan,nan,,,,,,,,,,
1743795413.5520768,826.4103,811.9048,799.41394,803.0403,nan,nan,,,,,,,,,,
1743795413.5559790,804.65204,778.46155,795.78754,798.20514,nan,nan,,,,,,,,,,
1743795413.5573387,,,,,,,0.013305664,0.18817139,1.0009155,,,,,,,
1743795413.5589199,,,,,,,,,,,,,,nan,319409380.0,nan
1743795413.5598812,751.8681,795.38464,796.5934,740.989,nan,nan,,,,,,,,,,
1743795413.5619094,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.5637834,776.4469,820.3663,798.20514,740.18317,nan,nan,,,,,,,,,,
1743795413.5676856,812.71063,796.1905,796.5934,801.4286,nan,nan,,,,,,,,,,
1743795413.5715878,808.68134,777.25275,795.38464,824.3956,nan,nan,,,,,,,,,,
1743795413.5745249,,,,,,,,,,,,,,nan,319519780.0,nan
1743795413.5754900,761.9414,788.93774,801.8315,753.8828,nan,nan,,,,,,,,,,
1743795413.5769517,,,,,,,0.021362305,0.1918335,0.9976196,,,,,,,
1743795413.5793922,742.1978,810.293,801.02563,732.1245,nan,nan,,,,,,,,,,
1743795413.5832942,784.10254,812.71063,796.99634,785.31134,nan,nan,,,,,,,,,,
1743795413.5871964,808.2784,794.17584,791.3553,801.8315,nan,nan,,,,,,,,,,
1743795413.5901301,,,,,,,,,,,,,,nan,319406940.0,nan
1743795413.5910985,812.3077,768.7912,782.0879,747.4359,nan,nan,,,,,,,,,,
1743795413.5950007,770.80585,782.0879,782.49084,712.381,nan,nan,,,,,,,,,,
1743795413.5965648,,,,,,,0.015991211,0.19116211,1.0061646,,,,,,,
1743795413.5970182,,,,,,,,,,1608498.1,1609304.0,,,,,
1743795413.5982971,,,,,,,,,,,,,35.05269,,,
1743795413.5989029,760.7326,810.293,792.96704,759.5238,nan,nan,,,,,,,,,,
1743795413.6028051,831.6484,803.0403,797.8022,835.6777,nan,nan,,,,,,,,,,
1743795413.6057351,,,,,,,,,,,,,,nan,319369900.0,nan
1743795413.6067073,801.4286,773.6264,790.9524,792.1612,nan,nan,,,,,,,,,,
1743795413.6106095,737.76556,778.86444,789.7436,727.28937,nan,nan,,,,,,,,,,
1743795413.6145115,762.3443,798.60803,797.3993,755.4945,nan,nan,,,,,,,,,,
1743795413.6161778,,,,,,,0.01739502,0.18823242,1.0055542,,,,,,,
1743795413.6184137,812.71063,810.293,798.20514,803.44324,nan,nan,,,,,,,,,,
1743795413.6213403,,,,,,,,,,,,,,nan,319434370.0,nan
1743795413.6223159,821.978,795.38464,796.1905,808.2784,nan,nan,,,,,,,,,,
1743795413.6262181,763.95605,782.8938,794.9817,751.8681,nan,nan,,,,,,,,,,
1743795413.6301203,773.6264,811.0989,799.41394,744.61536,nan,nan,,,,,,,,,,
1743795413.6321268,,,,,,,,,,1608498.1,1608498.1,,,,,
1743795413.6340225,828.022,796.99634,795.78754,801.4286,nan,nan,,,,,,,,,,
1743795413.6357908,,,,,,,0.01361084,0.18670654,1.0028076,,,,,,,
1743795413.6369452,,,,,,,,,,,,,,nan,319364260.0,nan
1743795413.6379247,817.9487,778.0586,787.72894,802.6374,nan,nan,,,,,,,,,,
